,Position,Driver,Car,Time
2,1,Jochen Rindt,Lotus Ford,1:20.850
4,2,Jackie Stewart,Matra Ford,1:21.140
1,3,Graham Hill,Lotus Ford,1:22.010
8,4,Chris Amon,Ferrari,1:22.690
12,5,Jacky Ickx,Brabham Climax,1:22.850
6,6,Bruce McLaren,McLaren Ford,1:22.870
7,7,Denny Hulme,McLaren Ford,1:23.070
11,8,Jack Brabham,Brabham Climax,1:23.100
16,9,Piers   Courage,Brabham Ford,1:23.360
10,10,Jo Siffert,Lotus Ford,1:23.940
5,11,Jean-Pierre Beltoise,Matra Ford,1:24.440
14,12,John Surtees,BRM,1:25.070
15,13,Jackie Oliver,BRM,1:25.110
17,14,Silvio  Moser ,Brabham Ford,1:26.500
18,15,Vic  Elford ,McLaren Ford,1:28.470
