,Position,Driver,Car,Time
2,1,Nino Farina,Alfa Romeo,1:50.800
3,2,Luigi Fagioli,Alfa Romeo,1:51.000
1,3,Juan Manuel Fangio,Alfa Romeo,1:51.000
4,4,Reg  Parnell,Alfa Romeo,1:52.200
21,5,Prince Bira,Maserati,1:52.600
14,6,Yves Giraud-Cabantous,Talbot-Lago,1:53.400
17,7,Eugene  Martin,Talbot-Lago,1:55.400
20,8,Toulo de Graffenried,Maserati,1:55.800
15,9,Louis  Rosier,Talbot-Lago,1:56.000
9,10,Peter  Walker ,ERA,1:56.600
19,11,Louis  Chiron,Maserati,1:56.600
8,12,Leslie  Johnson,ERA,1:57.400
12,13,Bob  Gerard,ERA,1:57.400
16,14,Philippe  Etancelin,Talbot-Lago,1:57.800
11,15,Cuth  Harrison,ERA,1:58.400
6,16,David  Hampshire,Maserati,2:01.000
24,17,Geoff Crossley,Alta,2:02.600
5,18,David  Murray,Maserati,2:05.600
23,19,Joe Kelly,Alta,2:06.200
10,20,Joe Fry,Maserati,2:07.000
18,21,Johnny Claes,Talbot-Lago,2:08.800
