,Position,Driver,Car,Time
2,1,Mark Webber,Red Bull Racing Renault,1:30.399
1,2,Sebastian Vettel,Red Bull Racing Renault,1:30.431
5,3,Fernando Alonso,Ferrari,1:30.516
6,4,Felipe Massa,Ferrari,1:31.124
4,5,Jenson Button,McLaren Mercedes,1:31.898
15,6,Paul di Resta,Force India Mercedes,1:31.929
12,7,Pastor Maldonado,Williams Cosworth,1:31.933
16,8,Kamui Kobayashi,Sauber Ferrari,1:32.128
8,9,Nico Rosberg,Mercedes,1:32.209
3,10,Lewis Hamilton,McLaren Mercedes,1:32.376
14,11,Adrian Sutil,Force India Mercedes,1:32.617
17,12,Sergio Perez,Sauber Ferrari,1:32.624
7,13,Michael Schumacher,Mercedes,1:32.656
10,14,Vitaly Petrov,Renault,1:32.734
11,15,Rubens Barrichello,Williams Cosworth,1:33.119
9,16,Nick Heidfeld,Renault,1:33.805
20,17,Heikki Kovalainen,Lotus Renault,1:34.821
19,18,Jaime Alguersuari,STR Ferrari,1:35.245
18,19,Sebastien Buemi,STR Ferrari,1:35.749
24,20,Timo Glock,Virgin Cosworth,1:36.203
21,21,Jarno Trulli,Lotus Renault,1:36.456
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:37.154
23,23,Vitantonio Liuzzi,HRT Cosworth,1:37.484
22,24,Daniel Ricciardo,HRT Cosworth,1:38.059
