,Position,Driver,Car,Lap,Time
2,1,Alain Prost,McLaren Honda,59,1:25.501
7,2,Martin Brundle,Brabham Judd,58,1:25.882
1,3,Ayrton Senna,McLaren Honda,23,1:26.017
6,4,Riccardo Patrese,Williams Renault,66,1:26.369
27,5,Nigel Mansell,Ferrari,29,1:26.946
22,6,Andrea de Cesaris,Dallara Ford,71,1:27.240
5,7,Thierry Boutsen,Williams Renault,62,1:27.290
3,8,Jonathan  Palmer,Tyrrell Ford,70,1:27.745
8,9,Stefano Modena,Brabham Judd,73,1:28.188
16,10,Ivan Capelli,March Judd,71,1:28.204
10,11,Eddie  Cheever,Arrows Ford,71,1:28.506
21,12,Alex Caffi,Dallara Ford,58,1:28.680
4,13,Michele Alboreto,Tyrrell Ford,71,1:29.063
40,14,Gabriele Tarquini,AGS Ford,32,1:29.203
19,15,Alessandro Nannini,Benetton Ford,28,1:29.251
30,16,Philippe Alliot,Lola Lamborghini,8,1:29.446
20,17,Johnny Herbert,Benetton Ford,43,1:29.685
11,18,Nelson Piquet,Lotus Judd,28,1:29.808
24,19,Luis Perez-Sala,Minardi Ford,16,1:30.890
31,20,Roberto Moreno,Coloni Ford,31,1:31.114
32,21,Pierre Henri Raphanel,Coloni Ford,15,1:31.253
25,22,Rene Arnoux,Ligier Ford,15,1:31.358
9,23,Derek Warwick,Arrows Ford,2,1:32.050
23,24,Pierluigi Martini,Minardi Ford,3,1:32.270
15,25,Mauricio Gugelmin,March Judd,5,1:32.334
26,26,Olivier Grouillard,Ligier Ford,2,1:34.265
