,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:22.058
2,2,John Watson,Brabham Alfa Romeo,1:22.737
1,3,Niki Lauda,Brabham Alfa Romeo,1:22.783
6,4,Ronnie Peterson,Lotus Ford,1:23.120
35,5,Riccardo Patrese,Arrows Ford,1:23.369
20,6,Jody Scheckter,Wolf Ford,1:23.621
12,7,Gilles Villeneuve,Ferrari,1:23.730
11,8,Carlos Reutemann,Ferrari,1:23.737
27,9,Alan  Jones,Williams Ford,1:23.951
15,10,Jean-Pierre Jabouille,Renault,1:23.963
26,11,Jacques Laffite,Ligier Matra,1:24.030
4,12,Patrick Depailler,Tyrrell Ford,1:24.203
14,13,Emerson Fittipaldi,Fittipaldi Ford,1:24.274
7,14,James Hunt,McLaren Ford,1:24.761
8,15,Patrick Tambay,McLaren Ford,1:24.986
17,16,Clay Regazzoni,Shadow Ford,1:25.007
3,17,Didier Pironi,Tyrrell Ford,1:25.813
19,18,Vittorio Brambilla,Surtees Ford,1:26.618
9,19,Jochen Mass,ATS Ford,1:26.787
16,20,Hans-Joachim Stuck,Shadow Ford,1:27.011
25,21,Hector Rebaque,Lotus Ford,1:27.139
37,22,Arturo Merzario,Merzario Ford,1:27.479
32,23,Keke Rosberg,Wolf Ford,1:27.560
36,24,Rolf Stommelen,Arrows Ford,1:27.812
