,Position,Driver,Car,Laps,Time,Points
5,1,Thierry Boutsen,Williams Renault,70,2:00:17.421,9
19,2,Alessandro Nannini,Benetton Ford,70,+28.658s,6
6,3,Riccardo Patrese,Williams Renault,70,+37.683s,4
12,4,Satoru Nakajima,Lotus Judd,70,+42.331s,3
20,5,Emanuele Pirro,Benetton Ford,68,+2 laps,2
23,6,Pierluigi Martini,Minardi Ford,67,+3 laps,1
15,7,Mauricio Gugelmin,March Judd,66,+4 laps,0
8,8,Stefano Modena,Brabham Judd,64,+6 laps,0
10,NC,Eddie  Cheever,Arrows Ford,42,DNF,0
37,NC,Jyrki Jarvilehto,Onyx Ford,27,DNF,0
26,NC,Olivier Grouillard,Ligier Ford,22,DNF,0
11,NC,Nelson Piquet,Lotus Judd,19,DNF,0
18,NC,Piercarlo Ghinzani,Osella Ford,18,DNF,0
27,NC,Nigel Mansell,Ferrari,17,DNF,0
1,NC,Ayrton Senna,McLaren Honda,13,DNF,0
21,NC,Alex Caffi,Dallara Ford,13,DNF,0
16,NC,Ivan Capelli,March Judd,13,DNF,0
22,NC,Andrea de Cesaris,Dallara Ford,12,DNF,0
7,NC,Martin Brundle,Brabham Judd,12,DNF,0
9,NC,Derek Warwick,Arrows Ford,7,DNF,0
30,NC,Philippe Alliot,Lola Lamborghini,6,DNF,0
28,NC,Gerhard Berger,Ferrari,6,DNF,0
4,NC,Jean Alesi,Tyrrell Ford,5,DNF,0
25,NC,Rene Arnoux,Ligier Ford,4,DNF,0
