,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,46,1:20.012,197.115,16:17:48
5,2,Sebastian Vettel,Ferrari,70,1:20.056,197.007,16:50:30
7,3,Kimi Räikkönen,Ferrari,55,1:20.292,196.428,16:30:08
44,4,Lewis Hamilton,Mercedes,63,1:21.107,194.454,16:40:40
27,5,Nico Hulkenberg,Renault,69,1:21.261,194.085,16:51:15
20,6,Kevin Magnussen,Haas Ferrari,60,1:21.302,193.987,16:37:53
10,7,Pierre Gasly,Scuderia Toro Rosso Honda,64,1:21.685,193.078,16:43:14
77,8,Valtteri Bottas,Mercedes,39,1:21.736,192.957,16:07:41
14,9,Fernando Alonso,McLaren Renault,68,1:22.090,192.125,16:49:32
8,10,Romain Grosjean,Haas Ferrari,58,1:22.606,190.925,16:35:50
28,11,Brendon Hartley,Scuderia Toro Rosso Honda,62,1:22.612,190.911,16:41:28
18,12,Lance Stroll,Williams Mercedes,51,1:22.660,190.800,16:27:11
55,13,Carlos Sainz,Renault,58,1:22.774,190.538,16:35:48
31,14,Esteban Ocon,Force India Mercedes,63,1:22.876,190.303,16:43:03
2,15,Stoffel Vandoorne,McLaren Renault,46,1:23.077,189.843,16:18:38
11,16,Sergio Perez,Force India Mercedes,56,1:23.263,189.419,16:33:25
9,17,Marcus Ericsson,Sauber Ferrari,53,1:23.671,188.495,16:29:41
35,18,Sergey Sirotkin,Williams Mercedes,53,1:23.708,188.412,16:29:46
33,19,Max Verstappen,Red Bull Racing TAG Heuer,5,1:23.985,187.790,15:20:05
