,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:35.658
77,2,Valtteri Bottas,Mercedes,1:35.918
7,3,Kimi Räikkönen,Ferrari,1:36.186
5,4,Sebastian Vettel,Ferrari,1:36.210
55,5,Carlos Sainz,Renault,1:36.743
10,6,Pierre Gasly,Scuderia Toro Rosso Honda,1:37.591
33,7,Max Verstappen,Red Bull Racing TAG Heuer,1:38.032
28,8,Brendon Hartley,Scuderia Toro Rosso Honda,1:38.128
20,9,Kevin Magnussen,Haas Ferrari,1:39.858
8,10,Romain Grosjean,Haas Ferrari,1:40.593
14,11,Fernando Alonso,McLaren Renault,1:35.214
3,12,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:36.442
27,13,Nico Hulkenberg,Renault,1:36.506
9,14,Marcus Ericsson,Sauber Ferrari,1:37.075
2,15,Stoffel Vandoorne,McLaren Renault,1:18.782
16,16,Charles Leclerc,Sauber Ferrari,1:18.817
31,17,Esteban Ocon,Force India Mercedes,1:19.142
11,18,Sergio Perez,Force India Mercedes,1:19.200
35,19,Sergey Sirotkin,Williams Mercedes,1:19.301
18,20,Lance Stroll,Williams Mercedes,
