,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:17.419,1:31.242,1:35.658,26
77,2,Valtteri Bottas,Mercedes,1:17.123,1:32.081,1:35.918,25
7,3,Kimi Räikkönen,Ferrari,1:17.526,1:32.762,1:36.186,26
5,4,Sebastian Vettel,Ferrari,1:16.666,1:28.636,1:36.210,24
55,5,Carlos Sainz,Renault,1:17.829,1:30.771,1:36.743,25
10,6,Pierre Gasly,Scuderia Toro Rosso Honda,1:18.577,1:31.286,1:37.591,25
33,7,Max Verstappen,Red Bull Racing TAG Heuer,1:16.940,1:31.178,1:38.032,24
28,8,Brendon Hartley,Scuderia Toro Rosso Honda,1:18.429,1:32.590,1:38.128,25
20,9,Kevin Magnussen,Haas Ferrari,1:18.314,1:32.968,1:39.858,24
8,10,Romain Grosjean,Haas Ferrari,1:17.901,1:33.650,1:40.593,24
14,11,Fernando Alonso,McLaren Renault,1:18.208,1:35.214,,19
3,12,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:18.540,1:36.442,,21
27,13,Nico Hulkenberg,Renault,1:17.905,1:36.506,,20
9,14,Marcus Ericsson,Sauber Ferrari,1:18.641,1:37.075,,22
18,15,Lance Stroll,Williams Mercedes,1:18.560,DNF,,15
2,16,Stoffel Vandoorne,McLaren Renault,1:18.782,,,11
16,17,Charles Leclerc,Sauber Ferrari,1:18.817,,,13
31,18,Esteban Ocon,Force India Mercedes,1:19.142,,,12
11,19,Sergio Perez,Force India Mercedes,1:19.200,,,11
35,20,Sergey Sirotkin,Williams Mercedes,1:19.301,,,12
