,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,44,1:21:20.634,10
2,2,Rubens Barrichello,Ferrari,44,+1.977s,6
6,3,Juan Pablo Montoya,Williams BMW,44,+18.445s,4
3,4,David Coulthard,McLaren Mercedes,44,+19.357s,3
5,5,Ralf Schumacher,Williams BMW,44,+56.440s,2
16,6,Eddie Irvine,Jaguar Cosworth,44,+77.370s,1
24,7,Mika Salo,Toyota,44,+77.809s,0
11,8,Jacques Villeneuve,BAR Honda,44,+79.855s,0
25,9,Allan McNish,Toyota,43,+1 lap,0
7,10,Nick Heidfeld,Sauber Petronas,43,+1 lap,0
10,11,Takuma Sato,Jordan Honda,43,+1 lap,0
12,12,Olivier Panis,BAR Honda,39,DNF,0
9,NC,Giancarlo Fisichella,Jordan Honda,38,DNF,0
17,NC,Pedro de la Rosa,Jaguar Cosworth,37,DNF,0
8,NC,Felipe Massa,Sauber Petronas,37,DNF,0
4,NC,Kimi Räikkönen,McLaren Mercedes,35,DNF,0
14,NC,Jarno Trulli,Renault,35,DNF,0
22,NC,Anthony Davidson,Minardi Asiatech,17,DNF,0
15,NC,Jenson Button,Renault,10,DNF,0
23,NC,Mark Webber,Minardi Asiatech,4,DNF,0
