,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,15,1:47.176,233.884
2,2,Rubens Barrichello,Ferrari,16,1:48.196,231.679
6,3,Juan Pablo Montoya,Williams BMW,44,1:49.293,229.354
3,4,David Coulthard,McLaren Mercedes,43,1:49.398,229.133
5,5,Ralf Schumacher,Williams BMW,15,1:49.681,228.542
4,6,Kimi Räikkönen,McLaren Mercedes,31,1:49.764,228.369
11,7,Jacques Villeneuve,BAR Honda,43,1:49.787,228.322
17,8,Pedro de la Rosa,Jaguar Cosworth,14,1:50.221,227.423
14,9,Jarno Trulli,Renault,15,1:50.235,227.394
12,10,Olivier Panis,BAR Honda,34,1:50.275,227.311
8,11,Felipe Massa,Sauber Petronas,30,1:50.595,226.654
16,12,Eddie Irvine,Jaguar Cosworth,13,1:50.829,226.175
24,13,Mika Salo,Toyota,18,1:50.832,226.169
10,14,Takuma Sato,Jordan Honda,26,1:50.886,226.059
9,15,Giancarlo Fisichella,Jordan Honda,17,1:50.969,225.890
7,16,Nick Heidfeld,Sauber Petronas,19,1:51.013,225.800
15,17,Jenson Button,Renault,6,1:51.223,225.374
25,18,Allan McNish,Toyota,17,1:51.479,224.856
22,19,Anthony Davidson,Minardi Asiatech,12,1:51.878,224.054
23,20,Mark Webber,Minardi Asiatech,3,1:52.469,222.877
