,Position,Driver,Car,Time
2,1,Alain Prost,Williams Renault,1:21.179
0,2,Damon Hill,Williams Renault,1:21.491
27,3,Jean Alesi,Ferrari,1:21.986
8,4,Ayrton Senna,McLaren Ford,1:22.633
5,5,Michael Schumacher,Benetton Ford,1:22.910
28,6,Gerhard Berger,Ferrari,1:23.150
12,7,Johnny Herbert,Lotus Ford,1:23.769
10,8,Aguri Suzuki,Footwork Mugen Honda,1:23.856
7,9,Michael Andretti,McLaren Ford,1:23.899
6,10,Riccardo Patrese,Benetton Ford,1:23.918
9,11,Derek Warwick,Footwork Mugen Honda,1:24.048
25,12,Martin Brundle,Ligier Renault,1:24.137
30,13,Jyrki Jarvilehto,Sauber,1:24.298
26,14,Mark Blundell,Ligier Renault,1:24.344
29,15,Karl Wendlinger,Sauber,1:24.473
19,16,Philippe Alliot,Larrousse Lamborghini,1:24.807
3,17,Ukyo Katayama,Tyrrell Yamaha,1:24.886
4,18,Andrea de Cesaris,Tyrrell Yamaha,1:24.916
14,19,Rubens Barrichello,Jordan Hart,1:25.144
20,20,Erik Comas,Larrousse Lamborghini,1:25.257
21,21,Michele Alboreto,Lola Ferrari,1:25.368
24,22,Pierluigi Martini,Minardi Ford,1:25.478
15,23,Marco Apicella,Jordan Hart,1:25.672
23,24,Christian Fittipaldi,Minardi Ford,1:25.699
22,25,Luca Badoer,Lola Ferrari,1:25.957
11,26,Pedro Lamy,Lotus Ford,1:26.324
