,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Sebastian Vettel,Red Bull Racing Renault,41,1:36.379,202.151
14,2,Kamui Kobayashi,Sauber Ferrari,54,1:36.700,201.480
10,3,Romain Grosjean,Lotus Renault,42,1:36.928,201.006
17,4,Jean-Eric Vergne,STR Ferrari,43,1:37.058,200.737
9,5,Kimi Räikkönen,Lotus Renault,41,1:37.116,200.617
2,6,Mark Webber,Red Bull Racing Renault,45,1:37.437,199.956
4,7,Lewis Hamilton,McLaren Mercedes,38,1:37.733,199.351
16,8,Daniel Ricciardo,STR Ferrari,42,1:37.903,199.005
3,9,Jenson Button,McLaren Mercedes,47,1:38.046,198.714
8,10,Nico Rosberg,Mercedes,41,1:38.080,198.646
19,11,Bruno Senna,Williams Renault,51,1:38.087,198.631
6,12,Felipe Massa,Ferrari,42,1:38.123,198.558
7,13,Michael Schumacher,Mercedes,39,1:38.128,198.548
15,14,Sergio Perez,Sauber Ferrari,39,1:38.146,198.512
5,15,Fernando Alonso,Ferrari,44,1:38.203,198.397
21,16,Vitaly Petrov,Caterham Renault,42,1:38.305,198.191
12,17,Nico Hulkenberg,Force India Mercedes,46,1:38.312,198.177
11,18,Paul di Resta,Force India Mercedes,41,1:38.372,198.056
20,19,Heikki Kovalainen,Caterham Renault,43,1:38.441,197.917
23,20,Narain Karthikeyan,HRT Cosworth,48,1:39.747,195.326
18,21,Pastor Maldonado,Williams Renault,14,1:39.876,195.073
22,22,Pedro de la Rosa,HRT Cosworth,41,1:40.237,194.371
24,23,Timo Glock,Marussia Cosworth,46,1:40.323,194.204
25,24,Charles Pic,Marussia Cosworth,14,1:41.519,191.916
