,Position,Driver,Car,Time / Gap,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:33.572,11
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.305s,21
11,3,Paul di Resta,Force India Mercedes,+0.578s,26
8,4,Nico Rosberg,Mercedes,+0.677s,23
3,5,Jenson Button,McLaren Mercedes,+0.705s,14
12,6,Nico Hulkenberg,Force India Mercedes,+0.772s,26
7,7,Michael Schumacher,Mercedes,+0.911s,17
2,8,Mark Webber,Red Bull Racing Renault,+0.980s,22
9,9,Kimi Räikkönen,Lotus Renault,+1.037s,18
10,10,Romain Grosjean,Lotus Renault,+1.275s,20
15,11,Sergio Perez,Sauber Ferrari,+1.452s,22
18,12,Pastor Maldonado,Williams Renault,+1.696s,25
5,13,Fernando Alonso,Ferrari,+1.864s,21
19,14,Valtteri Bottas,Williams Renault,+1.925s,24
6,15,Felipe Massa,Ferrari,+2.147s,19
14,16,Kamui Kobayashi,Sauber Ferrari,+2.357s,24
17,17,Jean-Eric Vergne,STR Ferrari,+2.623s,20
20,18,Heikki Kovalainen,Caterham Renault,+2.758s,11
21,19,Vitaly Petrov,Caterham Renault,+2.912s,18
16,20,Daniel Ricciardo,STR Ferrari,+3.019s,20
25,21,Charles Pic,Marussia Cosworth,+3.895s,18
24,22,Timo Glock,Marussia Cosworth,+4.434s,18
22,23,Pedro de la Rosa,HRT Cosworth,+5.305s,19
23,24,Narain Karthikeyan,HRT Cosworth,+6.424s,23
