,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,57,1:35:10.990,25
9,2,Kimi Räikkönen,Lotus Renault,57,+3.333s,18
10,3,Romain Grosjean,Lotus Renault,57,+10.194s,15
2,4,Mark Webber,Red Bull Racing Renault,57,+38.788s,12
8,5,Nico Rosberg,Mercedes,57,+55.460s,10
11,6,Paul di Resta,Force India Mercedes,57,+57.543s,8
5,7,Fernando Alonso,Ferrari,57,+57.803s,6
4,8,Lewis Hamilton,McLaren Mercedes,57,+58.984s,4
6,9,Felipe Massa,Ferrari,57,+64.999s,2
7,10,Michael Schumacher,Mercedes,57,+71.490s,1
15,11,Sergio Perez,Sauber Ferrari,57,+72.702s,0
12,12,Nico Hulkenberg,Force India Mercedes,57,+76.539s,0
14,13,Kamui Kobayashi,Sauber Ferrari,57,+90.334s,0
17,14,Jean-Eric Vergne,STR Ferrari,57,+93.723s,0
16,15,Daniel Ricciardo,STR Ferrari,56,+1 lap,0
21,16,Vitaly Petrov,Caterham Renault,56,+1 lap,0
20,17,Heikki Kovalainen,Caterham Renault,56,+1 lap,0
3,18,Jenson Button,McLaren Mercedes,55,DNF,0
24,19,Timo Glock,Marussia Cosworth,55,+2 laps,0
22,20,Pedro de la Rosa,HRT Cosworth,55,+2 laps,0
23,21,Narain Karthikeyan,HRT Cosworth,55,+2 laps,0
19,22,Bruno Senna,Williams Renault,54,DNF,0
18,NC,Pastor Maldonado,Williams Renault,25,DNF,0
25,NC,Charles Pic,Marussia Cosworth,24,DNF,0
