,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:26.327
6,2,Nico Rosberg,Mercedes,1:26.921
19,3,Felipe Massa,Williams Mercedes,1:27.718
5,4,Sebastian Vettel,Ferrari,1:27.757
7,5,Kimi Räikkönen,Ferrari,1:27.790
3,6,Daniel Ricciardo,Red Bull Racing Renault,1:28.329
55,7,Carlos Sainz,STR Renault,1:28.510
8,8,Romain Grosjean,Lotus Mercedes,1:28.560
13,9,Pastor Maldonado,Lotus Mercedes,1:29.480
12,10,Felipe Nasr,Sauber Ferrari,1:28.800
33,11,Max Verstappen,STR Renault,1:28.868
26,12,Daniil Kvyat,Red Bull Racing Renault,1:29.070
27,13,Nico Hulkenberg,Force India Mercedes,1:29.208
11,14,Sergio Perez,Force India Mercedes,1:29.209
9,15,Marcus Ericsson,Sauber Ferrari,1:31.376
22,16,Jenson Button,McLaren Honda,1:31.422
20,17,Kevin Magnussen,McLaren Honda,1:32.037
