,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,58,1:31:54.067,25
6,2,Nico Rosberg,Mercedes,58,+1.360s,18
5,3,Sebastian Vettel,Ferrari,58,+34.523s,15
19,4,Felipe Massa,Williams Mercedes,58,+38.196s,12
12,5,Felipe Nasr,Sauber Ferrari,58,+95.149s,10
3,6,Daniel Ricciardo,Red Bull Racing Renault,57,+1 lap,8
27,7,Nico Hulkenberg,Force India Mercedes,57,+1 lap,6
9,8,Marcus Ericsson,Sauber Ferrari,57,+1 lap,4
55,9,Carlos Sainz,STR Renault,57,+1 lap,2
11,10,Sergio Perez,Force India Mercedes,57,+1 lap,1
22,11,Jenson Button,McLaren Honda,56,+2 laps,0
7,NC,Kimi Räikkönen,Ferrari,40,DNF,0
33,NC,Max Verstappen,STR Renault,32,DNF,0
8,NC,Romain Grosjean,Lotus Mercedes,0,DNF,0
13,NC,Pastor Maldonado,Lotus Mercedes,0,DNF,0
26,NC,Daniil Kvyat,Red Bull Racing Renault,0,DNS,0
20,NC,Kevin Magnussen,McLaren Honda,0,DNS,0
