,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:27.867,11
5,2,Sebastian Vettel,Ferrari,+0.696s,13
6,3,Nico Rosberg,Mercedes,+0.954s,14
77,4,Valtteri Bottas,Williams Mercedes,+1.045s,14
19,5,Felipe Massa,Williams Mercedes,+1.121s,18
7,6,Kimi Räikkönen,Ferrari,+1.150s,13
8,7,Romain Grosjean,Lotus Mercedes,+1.614s,12
13,8,Pastor Maldonado,Lotus Mercedes,+1.997s,15
55,9,Carlos Sainz,STR Renault,+2.002s,19
12,10,Felipe Nasr,Sauber Ferrari,+2.067s,24
33,11,Max Verstappen,STR Renault,+2.085s,16
9,12,Marcus Ericsson,Sauber Ferrari,+2.746s,21
27,13,Nico Hulkenberg,Force India Mercedes,+2.874s,14
11,14,Sergio Perez,Force India Mercedes,+3.126s,17
3,15,Daniel Ricciardo,Red Bull Racing Renault,+3.318s,10
20,16,Kevin Magnussen,McLaren Honda,+3.524s,14
22,17,Jenson Button,McLaren Honda,+3.799s,13
26,18,Daniil Kvyat,Red Bull Racing Renault,+4.963s,6
