,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:28.586,1:26.894,1:26.327,16
6,2,Nico Rosberg,Mercedes,1:28.906,1:27.097,1:26.921,14
19,3,Felipe Massa,Williams Mercedes,1:29.246,1:27.895,1:27.718,21
5,4,Sebastian Vettel,Ferrari,1:29.307,1:27.742,1:27.757,12
7,5,Kimi Räikkönen,Ferrari,1:29.754,1:27.807,1:27.790,17
77,6,Valtteri Bottas,Williams Mercedes,1:29.641,1:27.796,1:28.087,16
3,7,Daniel Ricciardo,Red Bull Racing Renault,1:29.788,1:28.679,1:28.329,22
55,8,Carlos Sainz,STR Renault,1:29.597,1:28.601,1:28.510,22
8,9,Romain Grosjean,Lotus Mercedes,1:29.537,1:28.589,1:28.560,20
13,10,Pastor Maldonado,Lotus Mercedes,1:29.847,1:28.726,1:29.480,20
12,11,Felipe Nasr,Sauber Ferrari,1:30.430,1:28.800,,17
33,12,Max Verstappen,STR Renault,1:29.248,1:28.868,,15
26,13,Daniil Kvyat,Red Bull Racing Renault,1:30.402,1:29.070,,9
27,14,Nico Hulkenberg,Force India Mercedes,1:29.651,1:29.208,,14
11,15,Sergio Perez,Force India Mercedes,1:29.990,1:29.209,,13
9,16,Marcus Ericsson,Sauber Ferrari,1:31.376,,,10
22,17,Jenson Button,McLaren Honda,1:31.422,,,7
20,18,Kevin Magnussen,McLaren Honda,1:32.037,,,8
