,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:16.872,1:16.013,1:15.584,15
77,2,Valtteri Bottas,Mercedes,1:17.243,1:16.152,1:15.643,15
33,3,Max Verstappen,Red Bull Racing Honda,1:17.213,1:16.518,1:16.292,15
11,4,Sergio Perez,Racing Point BWT Mercedes,1:17.117,1:16.936,1:16.482,15
18,5,Lance Stroll,Racing Point BWT Mercedes,1:17.316,1:16.666,1:16.589,15
23,6,Alexander Albon,Red Bull Racing Honda,1:17.419,1:17.163,1:17.029,18
55,7,Carlos Sainz,McLaren Renault,1:17.438,1:16.876,1:17.044,17
4,8,Lando Norris,McLaren Renault,1:17.577,1:17.166,1:17.084,18
16,9,Charles Leclerc,Ferrari,1:17.256,1:16.953,1:17.087,18
10,10,Pierre Gasly,AlphaTauri Honda,1:17.356,1:16.800,1:17.136,18
5,11,Sebastian Vettel,Ferrari,1:17.573,1:17.168,,12
26,12,Daniil Kvyat,AlphaTauri Honda,1:17.676,1:17.192,,12
3,13,Daniel Ricciardo,Renault,1:17.667,1:17.198,,12
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:17.797,1:17.386,,12
31,15,Esteban Ocon,Renault,1:17.765,1:17.567,,12
20,16,Kevin Magnussen,Haas Ferrari,1:17.908,,,6
8,17,Romain Grosjean,Haas Ferrari,1:18.089,,,6
63,18,George Russell,Williams Mercedes,1:18.099,,,9
6,19,Nicholas Latifi,Williams Mercedes,1:18.532,,,9
99,20,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:18.697,,,6
