,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:15.584
77,2,Valtteri Bottas,Mercedes,1:15.643
33,3,Max Verstappen,Red Bull Racing Honda,1:16.292
11,4,Sergio Perez,Racing Point BWT Mercedes,1:16.482
18,5,Lance Stroll,Racing Point BWT Mercedes,1:16.589
23,6,Alexander Albon,Red Bull Racing Honda,1:17.029
55,7,Carlos Sainz,McLaren Renault,1:17.044
4,8,Lando Norris,McLaren Renault,1:17.084
16,9,Charles Leclerc,Ferrari,1:17.087
10,10,Pierre Gasly,AlphaTauri Honda,1:17.136
5,11,Sebastian Vettel,Ferrari,1:17.168
26,12,Daniil Kvyat,AlphaTauri Honda,1:17.192
3,13,Daniel Ricciardo,Renault,1:17.198
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:17.386
31,15,Esteban Ocon,Renault,1:17.567
20,16,Kevin Magnussen,Haas Ferrari,1:17.908
8,17,Romain Grosjean,Haas Ferrari,1:18.089
63,18,George Russell,Williams Mercedes,1:18.099
6,19,Nicholas Latifi,Williams Mercedes,1:18.532
99,20,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:18.697
