,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,66,1:31:45.279,25
33,2,Max Verstappen,Red Bull Racing Honda,66,+24.177s,18
77,3,Valtteri Bottas,Mercedes,66,+44.752s,16
18,4,Lance Stroll,Racing Point BWT Mercedes,65,+1 lap,12
11,5,Sergio Perez,Racing Point BWT Mercedes,65,+1 lap,10
55,6,Carlos Sainz,McLaren Renault,65,+1 lap,8
5,7,Sebastian Vettel,Ferrari,65,+1 lap,6
23,8,Alexander Albon,Red Bull Racing Honda,65,+1 lap,4
10,9,Pierre Gasly,AlphaTauri Honda,65,+1 lap,2
4,10,Lando Norris,McLaren Renault,65,+1 lap,1
3,11,Daniel Ricciardo,Renault,65,+1 lap,0
26,12,Daniil Kvyat,AlphaTauri Honda,65,+1 lap,0
31,13,Esteban Ocon,Renault,65,+1 lap,0
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,65,+1 lap,0
20,15,Kevin Magnussen,Haas Ferrari,65,+1 lap,0
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,65,+1 lap,0
63,17,George Russell,Williams Mercedes,65,+1 lap,0
6,18,Nicholas Latifi,Williams Mercedes,64,+2 laps,0
8,19,Romain Grosjean,Haas Ferrari,64,+2 laps,0
16,NC,Charles Leclerc,Ferrari,38,DNF,0
