,Position,Driver,Car,Time / Gap,Laps
3,1,Kimi Räikkönen,McLaren Mercedes,1:13.764,5
36,2,Anthony Davidson,Honda,+0.138s,32
35,3,Alexander Wurz,Williams Cosworth,+0.158s,25
38,4,Sebastian Vettel,Sauber BMW,+0.440s,29
4,5,Pedro de la Rosa,McLaren Mercedes,+0.473s,5
12,6,Jenson Button,Honda,+0.723s,4
8,7,Jarno Trulli,Toyota,+1.124s,8
40,8,Neel Jani,STR Cosworth,+1.395s,25
11,9,Rubens Barrichello,Honda,+1.897s,6
37,10,Michael  Ammermuller,RBR Ferrari,+1.947s,22
7,11,Ralf Schumacher,Toyota,+2.404s,6
22,12,Takuma Sato,Super Aguri Honda,+2.770s,16
39,13,Ernesto Viso,MF1 Toyota,+2.973s,32
21,14,Scott Speed,STR Cosworth,+3.283s,14
20,15,Vitantonio Liuzzi,STR Cosworth,+3.547s,8
23,16,Sakon Yamamoto,Super Aguri Honda,+3.624s,14
41,17,Franck Montagny,Super Aguri Honda,+3.980s,6
16,18,Nick Heidfeld,Sauber BMW,,1
17,19,Robert Kubica,Sauber BMW,,1
19,20,Christijan Albers,MF1 Toyota,,1
18,21,Tiago Monteiro,MF1 Toyota,,1
14,22,David Coulthard,RBR Ferrari,,1
15,23,Robert Doornbos,RBR Ferrari,,1
2,24,Giancarlo Fisichella,Renault,,1
1,25,Fernando Alonso,Renault,,1
