,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Michael Schumacher,Ferrari,70,1:12.162,214.966
6,2,Felipe Massa,Ferrari,23,1:12.877,212.857
1,3,Fernando Alonso,Renault,70,1:12.961,212.612
12,4,Jenson Button,Honda,71,1:13.053,212.344
2,5,Giancarlo Fisichella,Renault,70,1:13.121,212.146
3,6,Kimi Räikkönen,McLaren Mercedes,58,1:13.281,211.683
23,7,Sakon Yamamoto,Super Aguri Honda,67,1:13.379,211.401
11,8,Rubens Barrichello,Honda,48,1:13.391,211.366
22,9,Takuma Sato,Super Aguri Honda,47,1:13.401,211.337
20,10,Vitantonio Liuzzi,STR Cosworth,69,1:13.687,210.517
15,11,Robert Doornbos,RBR Ferrari,62,1:13.700,210.480
4,12,Pedro de la Rosa,McLaren Mercedes,63,1:13.817,210.146
21,13,Scott Speed,STR Cosworth,69,1:13.862,210.018
17,14,Robert Kubica,Sauber BMW,25,1:14.117,209.296
16,15,Nick Heidfeld,Sauber BMW,18,1:14.163,209.166
18,16,Tiago Monteiro,MF1 Toyota,38,1:14.410,208.471
19,17,Christijan Albers,MF1 Toyota,61,1:14.591,207.966
8,18,Jarno Trulli,Toyota,9,1:14.882,207.157
14,19,David Coulthard,RBR Ferrari,12,1:16.045,203.989
7,20,Ralf Schumacher,Toyota,8,1:16.835,201.892
