,Position,Driver,Car,Time / Gap,Laps
35,1,Alexander Wurz,Williams Cosworth,1:12.547,33
36,2,Anthony Davidson,Honda,+0.106s,37
38,3,Sebastian Vettel,Sauber BMW,+0.323s,33
8,4,Jarno Trulli,Toyota,+0.936s,21
12,5,Jenson Button,Honda,+0.938s,13
5,6,Michael Schumacher,Ferrari,+1.166s,15
7,7,Ralf Schumacher,Toyota,+1.218s,22
41,8,Franck Montagny,Super Aguri Honda,+1.245s,20
3,9,Kimi Räikkönen,McLaren Mercedes,+1.256s,8
1,10,Fernando Alonso,Renault,+1.273s,16
4,11,Pedro de la Rosa,McLaren Mercedes,+1.379s,16
2,12,Giancarlo Fisichella,Renault,+1.506s,17
11,13,Rubens Barrichello,Honda,+1.887s,17
37,14,Michael  Ammermuller,RBR Ferrari,+1.889s,31
18,15,Tiago Monteiro,MF1 Toyota,+1.921s,18
17,16,Robert Kubica,Sauber BMW,+1.963s,15
6,17,Felipe Massa,Ferrari,+2.014s,15
16,18,Nick Heidfeld,Sauber BMW,+2.246s,13
9,19,Mark Webber,Williams Cosworth,+2.292s,15
39,20,Ernesto Viso,MF1 Toyota,+2.425s,26
22,21,Takuma Sato,Super Aguri Honda,+2.476s,27
19,22,Christijan Albers,MF1 Toyota,+2.539s,21
10,23,Nico Rosberg,Williams Cosworth,+2.577s,14
14,24,David Coulthard,RBR Ferrari,+2.667s,21
20,25,Vitantonio Liuzzi,STR Cosworth,+3.190s,22
21,26,Scott Speed,STR Cosworth,+3.308s,28
40,27,Neel Jani,STR Cosworth,+3.321s,22
15,28,Robert Doornbos,RBR Ferrari,+3.704s,8
23,29,Sakon Yamamoto,Super Aguri Honda,+5.774s,9
