,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,71,1:31:43.663,10
5,2,Ralf Schumacher,Williams BMW,71,+0.588s,6
3,3,David Coulthard,McLaren Mercedes,71,+59.109s,4
15,4,Jenson Button,Renault,71,+66.883s,3
6,5,Juan Pablo Montoya,Williams BMW,71,+67.563s,2
24,6,Mika Salo,Toyota,70,+1 lap,1
16,7,Eddie Irvine,Jaguar Cosworth,70,+1 lap,0
17,8,Pedro de la Rosa,Jaguar Cosworth,70,+1 lap,0
10,9,Takuma Sato,Jordan Honda,69,+2 laps,0
11,10,Jacques Villeneuve,BAR Honda,68,DNF,0
23,11,Mark Webber,Minardi Asiatech,68,+3 laps,0
4,12,Kimi Räikkönen,McLaren Mercedes,67,DNF,0
22,13,Alex Yoong,Minardi Asiatech,67,+4 laps,0
7,NC,Nick Heidfeld,Sauber Petronas,61,DNF,0
14,NC,Jarno Trulli,Renault,60,DNF,0
8,NC,Felipe Massa,Sauber Petronas,41,DNF,0
25,NC,Allan McNish,Toyota,40,DNF,0
12,NC,Olivier Panis,BAR Honda,25,DNF,0
20,NC,Heinz-Harald Frentzen,Arrows Cosworth,25,DNF,0
21,NC,Enrique Bernoldi,Arrows Cosworth,19,DNF,0
2,NC,Rubens Barrichello,Ferrari,16,DNF,0
9,NC,Giancarlo Fisichella,Jordan Honda,6,DNF,0
