,Position,Driver,Car,Lap,Time
5,1,Michael Schumacher,Benetton Ford,29,1:17.140
0,2,Damon Hill,Williams Renault,20,1:17.294
28,3,Gerhard Berger,Ferrari,48,1:18.094
2,4,Nigel Mansell,Williams Renault,52,1:18.167
27,5,Jean Alesi,Ferrari,34,1:18.193
7,6,Mika Hakkinen,McLaren Peugeot,66,1:18.632
14,7,Rubens Barrichello,Jordan Hart,60,1:18.674
8,8,Martin Brundle,McLaren Peugeot,76,1:18.819
26,9,Olivier Panis,Ligier Renault,60,1:18.864
4,10,Mark Blundell,Tyrrell Yamaha,56,1:18.909
15,11,Eddie Irvine,Jordan Hart,10,1:18.932
30,12,Heinz-Harald Frentzen,Sauber Mercedes,66,1:19.346
9,13,Christian Fittipaldi,Footwork Ford,47,1:19.458
3,14,Ukyo Katayama,Tyrrell Yamaha,10,1:19.592
6,15,Johnny Herbert,Benetton Ford,11,1:19.658
12,16,Alessandro Zanardi,Lotus Mugen Honda,11,1:19.784
29,17,Jyrki Jarvilehto,Sauber Mercedes,53,1:20.159
11,18,Mika Salo,Lotus Mugen Honda,41,1:20.164
23,19,Pierluigi Martini,Minardi Ford,54,1:20.255
24,20,Michele Alboreto,Minardi Ford,38,1:20.338
25,21,Franck Lagorce,Larrousse Ford,40,1:20.436
31,22,David Brabham,Simtek Ford,14,1:20.637
10,23,Gianni Morbidelli,Footwork Ford,12,1:20.771
19,24,Hideki Noda,Jordan Hart,11,1:21.961
32,25,Domenico Schiattarella,Simtek Ford,16,1:22.674
20,26,Jean-Denis Deletraz,Larrousse Ford,3,1:23.929
