,Position,Driver,Car,Time
2,1,Nigel Mansell,Williams Renault,1:16.179
5,2,Michael Schumacher,Benetton Ford,1:16.197
0,3,Damon Hill,Williams Renault,1:16.830
7,4,Mika Hakkinen,McLaren Peugeot,1:16.992
14,5,Rubens Barrichello,Jordan Hart,1:17.537
15,6,Eddie Irvine,Jordan Hart,1:17.667
6,7,Johnny Herbert,Benetton Ford,1:17.727
27,8,Jean Alesi,Ferrari,1:17.801
8,9,Martin Brundle,McLaren Peugeot,1:17.950
30,10,Heinz-Harald Frentzen,Sauber Mercedes,1:17.962
28,11,Gerhard Berger,Ferrari,1:18.070
26,12,Olivier Panis,Ligier Renault,1:18.072
4,13,Mark Blundell,Tyrrell Yamaha,1:18.237
12,14,Alessandro Zanardi,Lotus Mugen Honda,1:18.331
3,15,Ukyo Katayama,Tyrrell Yamaha,1:18.411
24,16,Michele Alboreto,Minardi Ford,1:18.755
29,17,Jyrki Jarvilehto,Sauber Mercedes,1:18.806
23,18,Pierluigi Martini,Minardi Ford,1:18.957
9,19,Christian Fittipaldi,Footwork Ford,1:19.061
25,20,Franck Lagorce,Ligier Renault,1:19.153
10,21,Gianni Morbidelli,Footwork Ford,1:19.610
11,22,Mika Salo,Lotus Mugen Honda,1:19.844
19,23,Hideki Noda,Larrousse Ford,1:20.145
31,24,David Brabham,Simtek Ford,1:20.442
20,25,Jean-Denis Deletraz,Larrousse Ford,1:22.422
32,26,Domenico Schiattarella,Simtek Ford,1:22.529
