,Position,Driver,Car,Laps,Time,Points
2,1,Nigel Mansell,Williams Renault,81,1:47:51.480,10
28,2,Gerhard Berger,Ferrari,81,+2.511s,6
8,3,Martin Brundle,McLaren Peugeot,81,+52.487s,4
14,4,Rubens Barrichello,Jordan Hart,81,+70.530s,3
26,5,Olivier Panis,Ligier Renault,80,+1 lap,2
27,6,Jean Alesi,Ferrari,80,+1 lap,1
30,7,Heinz-Harald Frentzen,Sauber Mercedes,80,+1 lap,0
9,8,Christian Fittipaldi,Footwork Ford,80,+1 lap,0
23,9,Pierluigi Martini,Minardi Ford,79,+2 laps,0
29,10,Jyrki Jarvilehto,Sauber Mercedes,79,+2 laps,0
25,11,Franck Lagorce,Ligier Renault,79,+2 laps,0
7,12,Mika Hakkinen,McLaren Peugeot,76,DNF,0
24,NC,Michele Alboreto,Minardi Ford,69,DNF,0
4,NC,Mark Blundell,Tyrrell Yamaha,66,DNF,0
20,NC,Jean-Denis Deletraz,Larrousse Ford,56,DNF,0
11,NC,Mika Salo,Lotus Mugen Honda,49,DNF,0
31,NC,David Brabham,Simtek Ford,49,DNF,0
12,NC,Alessandro Zanardi,Lotus Mugen Honda,40,DNF,0
5,NC,Michael Schumacher,Benetton Ford,35,DNF,0
0,NC,Damon Hill,Williams Renault,35,DNF,0
32,NC,Domenico Schiattarella,Simtek Ford,21,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,19,DNF,0
19,NC,Hideki Noda,Larrousse Ford,18,DNF,0
10,NC,Gianni Morbidelli,Footwork Ford,17,DNF,0
15,NC,Eddie Irvine,Jordan Hart,15,DNF,0
6,NC,Johnny Herbert,Benetton Ford,13,DNF,0
