,Position,Driver,Car,Time
3,1,Johnny Thomson,Lesovsky Offenhauser,4:06.730
44,2,Eddie  Sachs,Kuzma Offenhauser,4:07.550
16,3,Jim Rathmann,Watson Offenhauser,4:09.250
73,4,Dick Rathmann,Watson Offenhauser,4:09.570
48,5,Bobby  Grim,Kurtis Kraft Offenhauser,4:09.610
5,6,Rodger Ward,Kurtis Kraft Offenhauser,4:09.940
74,7,Bob  Veith,Watson Offenhauser,4:09.960
19,8,Eddie Johnson,Kurtis Kraft Offenhauser,4:10.000
88,9,Gene Hartley,Kuzma Offenhauser,4:10.740
9,10,Don  Branson,Phillips Offenhauser,4:11.200
33,11,Johnny  Boyd,Kurtis Kraft Offenhauser,4:12.080
37,12,Duane Carter,Kurtis Kraft Offenhauser,4:12.110
66,13,Jimmy  Daywalt,Kurtis Kraft Offenhauser,4:08.820
24,14,Jack  Turner,Christensen Offenhauser,4:10.910
1,15,Tony  Bettenhausen,Epperly Offenhauser,4:12.240
99,16,Paul Goldsmith,Epperly Offenhauser,4:12.330
10,17,Anthony Joseph Foyt,Kuzma Offenhauser,4:12.370
64,18,Pat Flaherty,Watson Offenhauser,4:12.810
7,19,Jud  Larson,Kurtis Kraft Offenhauser,4:12.990
6,20,Jimmy Bryan,Epperly Offenhauser,4:13.310
71,21,Chuck  Arnold,Kurtis Kraft Offenhauser,4:13.310
8,22,Len  Sutton,Lesovsky Offenhauser,4:13.330
89,23,Al  Herman,Dunn Offenhauser,4:13.630
65,24,Bob  Christie,Kurtis Kraft Offenhauser,4:11.320
15,25,Don  Freeland,Kurtis Kraft Offenhauser,4:11.650
87,26,Red  Amick,Kurtis Kraft Offenhauser,4:11.880
45,27,Paul Russo,Kurtis Kraft Offenhauser,4:12.840
57,28,Al  Keller,Kuzma Offenhauser,4:13.420
47,29,Chuck  Weyant,Kurtis Kraft Offenhauser,4:13.610
53,30,Bill  Cheesbourg,Kuzma Offenhauser,4:13.900
77,31,Mike  Magill,Sutton Offenhauser,4:14.450
49,32,Ray  Crawford,Elder Offenhauser,4:14.690
58,33,Jim  McWithey,Kurtis Kraft Offenhauser,4:14.930
