,Position,Driver,Car,Laps,Time,Points
5,1,Rodger Ward,Watson Offenhauser,200,3:40:49.200,8
16,2,Jim Rathmann,Watson Offenhauser,200,+23.277s,6
3,3,Johnny Thomson,Lesovsky Offenhauser,200,OK,5
1,4,Tony  Bettenhausen,Epperly Offenhauser,200,OK,3
99,5,Paul Goldsmith,Epperly Offenhauser,200,OK,2
33,6,Johnny  Boyd,Epperly Offenhauser,200,OK,0
37,7,Duane Carter,Kurtis Kraft Offenhauser,200,OK,0
19,8,Eddie Johnson,Kurtis Kraft Offenhauser,200,OK,0
45,9,Paul Russo,Kurtis Kraft Offenhauser,200,OK,0
10,10,Anthony Joseph Foyt,Kuzma Offenhauser,200,OK,0
88,11,Gene Hartley,Kuzma Offenhauser,200,OK,0
74,12,Bob  Veith,Moore Offenhauser,200,OK,0
89,13,Al  Herman,Dunn Offenhauser,200,OK,0
66,14,Jimmy  Daywalt,Kurtis Kraft Offenhauser,200,OK,0
71,15,Chuck  Arnold,Kurtis Kraft Offenhauser,200,OK,0
58,16,Jim  McWithey,Kurtis Kraft Offenhauser,200,OK,0
44,17,Eddie  Sachs,Kuzma Offenhauser,182,DNF,0
57,18,Al  Keller,Kuzma Offenhauser,163,DNF,0
64,19,Pat Flaherty,Watson Offenhauser,162,DNF,0
73,20,Dick Rathmann,Watson Offenhauser,150,DNF,0
53,21,Bill  Cheesbourg,Kuzma Offenhauser,147,DNF,0
15,22,Don  Freeland,Kurtis Kraft Offenhauser,136,DNF,0
49,23,Ray  Crawford,Elder Offenhauser,115,DNF,0
9,24,Don  Branson,Phillips Offenhauser,112,DNF,0
65,25,Bob  Christie,Kurtis Kraft Offenhauser,109,DNF,0
48,26,Bobby  Grim,Kurtis Kraft Offenhauser,85,DNF,0
24,27,Jack  Turner,Christensen Offenhauser,47,DNF,0
47,28,Chuck  Weyant,Kurtis Kraft Offenhauser,45,DNF,0
7,29,Jud  Larson,Kurtis Kraft Offenhauser,45,DNF,0
77,30,Mike  Magill,Sutton Offenhauser,45,DNF,0
87,31,Red  Amick,Kurtis Kraft Offenhauser,45,DNF,0
8,32,Len  Sutton,Lesovsky Offenhauser,34,DNF,0
6,33,Jimmy Bryan,Epperly Offenhauser,1,DNF,0
