,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Sebastian Vettel,Red Bull Racing Renault,70,1:15.752,207.249
6,2,Felipe Massa,Ferrari,69,1:16.182,206.080
15,3,Sergio Perez,Sauber Ferrari,67,1:16.414,205.454
16,4,Daniel Ricciardo,STR Ferrari,70,1:16.609,204.931
9,5,Kimi Räikkönen,Lotus Renault,70,1:16.764,204.517
4,6,Lewis Hamilton,McLaren Mercedes,59,1:17.020,203.837
8,7,Nico Rosberg,Mercedes,67,1:17.060,203.732
2,8,Mark Webber,Red Bull Racing Renault,62,1:17.131,203.544
12,9,Nico Hulkenberg,Force India Mercedes,62,1:17.202,203.357
11,10,Paul di Resta,Force India Mercedes,63,1:17.219,203.312
10,11,Romain Grosjean,Lotus Renault,57,1:17.264,203.194
14,12,Kamui Kobayashi,Sauber Ferrari,61,1:17.464,202.669
18,13,Pastor Maldonado,Williams Renault,67,1:17.489,202.604
19,14,Bruno Senna,Williams Renault,67,1:17.817,201.750
5,15,Fernando Alonso,Ferrari,42,1:17.820,201.742
3,16,Jenson Button,McLaren Mercedes,63,1:17.843,201.682
17,17,Jean-Eric Vergne,STR Ferrari,55,1:17.875,201.600
21,18,Vitaly Petrov,Caterham Renault,58,1:18.093,201.037
20,19,Heikki Kovalainen,Caterham Renault,62,1:18.128,200.947
7,20,Michael Schumacher,Mercedes,37,1:18.433,200.165
25,21,Charles Pic,Marussia Cosworth,63,1:20.632,194.706
24,22,Timo Glock,Marussia Cosworth,47,1:21.032,193.745
22,23,Pedro de la Rosa,HRT Cosworth,23,1:21.535,192.550
23,24,Narain Karthikeyan,HRT Cosworth,12,1:22.044,191.355
