,Position,Driver,Car,Time / Gap,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:15.564,30
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.118s,29
8,3,Nico Rosberg,Mercedes,+0.218s,30
5,4,Fernando Alonso,Ferrari,+0.278s,34
2,5,Mark Webber,Red Bull Racing Renault,+0.333s,28
12,6,Nico Hulkenberg,Force India Mercedes,+0.422s,29
14,7,Kamui Kobayashi,Sauber Ferrari,+0.436s,31
15,8,Sergio Perez,Sauber Ferrari,+0.685s,32
7,9,Michael Schumacher,Mercedes,+0.700s,28
3,10,Jenson Button,McLaren Mercedes,+0.783s,12
11,11,Paul di Resta,Force India Mercedes,+0.896s,32
6,12,Felipe Massa,Ferrari,+1.055s,17
18,13,Pastor Maldonado,Williams Renault,+1.295s,26
10,14,Romain Grosjean,Lotus Renault,+1.326s,36
9,15,Kimi Räikkönen,Lotus Renault,+1.450s,42
17,16,Jean-Eric Vergne,STR Ferrari,+1.788s,28
16,17,Daniel Ricciardo,STR Ferrari,+2.016s,31
21,18,Vitaly Petrov,Caterham Renault,+2.371s,23
20,19,Heikki Kovalainen,Caterham Renault,+2.613s,16
22,20,Pedro de la Rosa,HRT Cosworth,+2.618s,26
19,21,Bruno Senna,Williams Renault,+3.198s,36
23,22,Narain Karthikeyan,HRT Cosworth,+3.790s,23
24,23,Timo Glock,Marussia Cosworth,+4.440s,21
25,24,Charles Pic,Marussia Cosworth,+4.503s,23
