,Position,Driver,Car,Laps,Time,Points
4,1,Lewis Hamilton,McLaren Mercedes,70,1:32:29.586,25
10,2,Romain Grosjean,Lotus Renault,70,+2.513s,18
15,3,Sergio Perez,Sauber Ferrari,70,+5.260s,15
1,4,Sebastian Vettel,Red Bull Racing Renault,70,+7.295s,12
5,5,Fernando Alonso,Ferrari,70,+13.411s,10
8,6,Nico Rosberg,Mercedes,70,+13.842s,8
2,7,Mark Webber,Red Bull Racing Renault,70,+15.085s,6
9,8,Kimi Räikkönen,Lotus Renault,70,+15.567s,4
14,9,Kamui Kobayashi,Sauber Ferrari,70,+24.432s,2
6,10,Felipe Massa,Ferrari,70,+25.272s,1
11,11,Paul di Resta,Force India Mercedes,70,+37.693s,0
12,12,Nico Hulkenberg,Force India Mercedes,70,+46.236s,0
18,13,Pastor Maldonado,Williams Renault,70,+47.052s,0
16,14,Daniel Ricciardo,STR Ferrari,70,+64.475s,0
17,15,Jean-Eric Vergne,STR Ferrari,69,+1 lap,0
3,16,Jenson Button,McLaren Mercedes,69,+1 lap,0
19,17,Bruno Senna,Williams Renault,69,+1 lap,0
20,18,Heikki Kovalainen,Caterham Renault,69,+1 lap,0
21,19,Vitaly Petrov,Caterham Renault,69,+1 lap,0
25,20,Charles Pic,Marussia Cosworth,67,+3 laps,0
24,NC,Timo Glock,Marussia Cosworth,56,DNF,0
7,NC,Michael Schumacher,Mercedes,43,DNF,0
22,NC,Pedro de la Rosa,HRT Cosworth,24,DNF,0
23,NC,Narain Karthikeyan,HRT Cosworth,22,DNF,0
