,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,57,1:33:53.374,25
44,2,Lewis Hamilton,Mercedes,57,+6.660s,18
77,3,Valtteri Bottas,Mercedes,57,+20.397s,15
7,4,Kimi Räikkönen,Ferrari,57,+22.475s,12
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,57,+39.346s,10
19,6,Felipe Massa,Williams Mercedes,57,+54.326s,8
11,7,Sergio Perez,Force India Mercedes,57,+62.606s,6
8,8,Romain Grosjean,Haas Ferrari,57,+74.865s,4
27,9,Nico Hulkenberg,Renault,57,+80.188s,2
31,10,Esteban Ocon,Force India Mercedes,57,+95.711s,1
94,11,Pascal Wehrlein,Sauber Ferrari,56,+1 lap,0
26,12,Daniil Kvyat,Toro Rosso,56,+1 lap,0
30,13,Jolyon Palmer,Renault,56,+1 lap,0
14,14,Fernando Alonso,McLaren Honda,54,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,50,DNF,0
55,NC,Carlos Sainz,Toro Rosso,12,DNF,0
18,NC,Lance Stroll,Williams Mercedes,12,DNF,0
33,NC,Max Verstappen,Red Bull Racing TAG Heuer,11,DNF,0
20,NC,Kevin Magnussen,Haas Ferrari,8,DNF,0
2,NC,Stoffel Vandoorne,McLaren Honda,0,DNS,0
