,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:32.194,8
44,2,Lewis Hamilton,Mercedes,+0.110s,10
5,3,Sebastian Vettel,Ferrari,+0.556s,10
77,4,Valtteri Bottas,Mercedes,+0.560s,13
7,5,Kimi Räikkönen,Ferrari,+0.591s,9
19,6,Felipe Massa,Williams Mercedes,+0.607s,12
3,7,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.615s,8
27,8,Nico Hulkenberg,Renault,+0.739s,9
55,9,Carlos Sainz,Toro Rosso,+1.410s,18
26,10,Daniil Kvyat,Toro Rosso,+1.550s,11
11,11,Sergio Perez,Force India Mercedes,+1.722s,14
14,12,Fernando Alonso,McLaren Honda,+1.728s,10
94,13,Pascal Wehrlein,Sauber Ferrari,+1.753s,15
18,14,Lance Stroll,Williams Mercedes,+1.771s,15
2,15,Stoffel Vandoorne,McLaren Honda,+1.833s,15
31,16,Esteban Ocon,Force India Mercedes,+1.870s,17
20,17,Kevin Magnussen,Haas Ferrari,+2.004s,13
8,18,Romain Grosjean,Haas Ferrari,+2.011s,14
9,19,Marcus Ericsson,Sauber Ferrari,+2.074s,15
30,20,Jolyon Palmer,Renault,+2.223s,11
