,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:16.284,9
44,2,Lewis Hamilton,Mercedes,+0.254s,9
5,3,Sebastian Vettel,Ferrari,+0.282s,11
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.744s,7
7,5,Kimi Räikkönen,Ferrari,+0.761s,16
16,6,Charles Leclerc,Sauber Ferrari,+0.775s,13
55,7,Carlos Sainz,Renault,+1.052s,11
10,8,Pierre Gasly,Scuderia Toro Rosso Honda,+1.241s,16
9,9,Marcus Ericsson,Sauber Ferrari,+1.281s,14
27,10,Nico Hulkenberg,Renault,+1.339s,10
31,11,Esteban Ocon,Force India Mercedes,+1.447s,10
11,12,Sergio Perez,Force India Mercedes,+1.535s,10
8,13,Romain Grosjean,Haas Ferrari,+1.861s,10
2,14,Stoffel Vandoorne,McLaren Renault,+2.161s,15
14,15,Fernando Alonso,McLaren Renault,+2.264s,11
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,+2.353s,10
35,17,Sergey Sirotkin,Williams Mercedes,+2.385s,9
18,18,Lance Stroll,Williams Mercedes,+2.414s,8
77,19,Valtteri Bottas,Mercedes,+2.555s,5
20,20,Kevin Magnussen,Haas Ferrari,,1
