,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:16.720,21
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.153s,32
55,3,Carlos Sainz,Renault,+1.233s,35
5,4,Sebastian Vettel,Ferrari,+1.234s,42
27,5,Nico Hulkenberg,Renault,+1.326s,36
28,6,Brendon Hartley,Scuderia Toro Rosso Honda,+1.341s,35
44,7,Lewis Hamilton,Mercedes,+1.380s,40
7,8,Kimi Räikkönen,Ferrari,+1.413s,42
77,9,Valtteri Bottas,Mercedes,+1.420s,40
11,10,Sergio Perez,Force India Mercedes,+1.447s,24
31,11,Esteban Ocon,Force India Mercedes,+1.765s,24
8,12,Romain Grosjean,Haas Ferrari,+2.013s,39
16,13,Charles Leclerc,Sauber Ferrari,+2.304s,39
10,14,Pierre Gasly,Scuderia Toro Rosso Honda,+2.327s,36
2,15,Stoffel Vandoorne,McLaren Renault,+2.376s,30
18,16,Lance Stroll,Williams Mercedes,+2.499s,25
9,17,Marcus Ericsson,Sauber Ferrari,+2.602s,41
35,18,Sergey Sirotkin,Williams Mercedes,+2.615s,37
14,19,Fernando Alonso,McLaren Renault,+2.823s,31
20,20,Kevin Magnussen,Haas Ferrari,+2.950s,35
