,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
77,1,Valtteri Bottas,Mercedes,65,1:18.741,196.776,14:44:54
33,2,Max Verstappen,Red Bull Racing TAG Heuer,66,1:19.186,195.670,14:44:46
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,57,1:19.462,194.991,14:32:09
5,4,Sebastian Vettel,Ferrari,49,1:19.522,194.844,14:21:24
7,5,Kimi Räikkönen,Ferrari,19,1:20.334,192.874,13:40:00
16,6,Charles Leclerc,Sauber Ferrari,67,1:20.537,192.388,14:49:16
27,7,Nico Hulkenberg,Renault,67,1:20.637,192.150,14:49:05
44,8,Lewis Hamilton,Mercedes,49,1:20.728,191.933,14:21:46
8,9,Romain Grosjean,Haas Ferrari,46,1:21.370,190.419,14:19:51
20,10,Kevin Magnussen,Haas Ferrari,45,1:21.874,189.246,14:18:20
2,11,Stoffel Vandoorne,McLaren Renault,14,1:21.921,189.138,13:33:30
55,12,Carlos Sainz,Renault,6,1:22.386,188.070,13:21:41
28,13,Brendon Hartley,Scuderia Toro Rosso Honda,26,1:22.438,187.952,13:50:44
9,14,Marcus Ericsson,Sauber Ferrari,18,1:22.440,187.947,13:39:25
31,15,Esteban Ocon,Force India Mercedes,6,1:22.629,187.517,13:22:11
35,16,Sergey Sirotkin,Williams Mercedes,66,1:22.640,187.492,14:48:30
10,17,Pierre Gasly,Scuderia Toro Rosso Honda,69,1:22.755,187.232,14:52:31
18,18,Lance Stroll,Williams Mercedes,27,1:22.983,186.717,13:52:08
11,19,Sergio Perez,Force India Mercedes,6,1:23.545,185.461,13:21:49
14,20,Fernando Alonso,McLaren Renault,3,1:24.197,184.025,13:17:22
