,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:16.656,19
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.483s,19
55,3,Carlos Sainz,Renault,+1.270s,20
27,4,Nico Hulkenberg,Renault,+1.372s,21
44,5,Lewis Hamilton,Mercedes,+1.419s,23
77,6,Valtteri Bottas,Mercedes,+1.666s,27
5,7,Sebastian Vettel,Ferrari,+2.090s,17
7,8,Kimi Räikkönen,Ferrari,+2.280s,22
28,9,Brendon Hartley,Scuderia Toro Rosso Honda,+2.368s,29
34,10,Nicholas Latifi,Force India Mercedes,+2.422s,23
11,11,Sergio Perez,Force India Mercedes,+2.468s,29
36,12,Antonio Giovinazzi,Sauber Ferrari,+2.478s,25
8,13,Romain Grosjean,Haas Ferrari,+2.620s,26
9,14,Marcus Ericsson,Sauber Ferrari,+2.656s,28
47,15,Lando Norris,McLaren Renault,+2.990s,23
2,16,Stoffel Vandoorne,McLaren Renault,+3.060s,29
20,17,Kevin Magnussen,Haas Ferrari,+3.197s,28
35,18,Sergey Sirotkin,Williams Mercedes,+3.243s,30
18,19,Lance Stroll,Williams Mercedes,+3.486s,26
10,20,Pierre Gasly,Scuderia Toro Rosso Honda,,2
