,Position,Driver,Car,Time / Gap,Laps
1,1,Max Verstappen,Red Bull Racing RBPT,1:14.127,33
16,2,Charles Leclerc,Ferrari,+0.081s,32
55,3,Carlos Sainz,Ferrari,+0.225s,32
5,4,Sebastian Vettel,Aston Martin Aramco Mercedes,+0.315s,35
14,5,Fernando Alonso,Alpine Renault,+0.416s,24
10,6,Pierre Gasly,AlphaTauri RBPT,+0.752s,34
63,7,George Russell,Mercedes,+0.844s,31
4,8,Lando Norris,McLaren Mercedes,+0.860s,30
3,9,Daniel Ricciardo,McLaren Mercedes,+0.906s,31
31,10,Esteban Ocon,Alpine Renault,+0.992s,32
11,11,Sergio Perez,Red Bull Racing RBPT,+1.040s,29
18,12,Lance Stroll,Aston Martin Aramco Mercedes,+1.269s,34
44,13,Lewis Hamilton,Mercedes,+1.294s,25
20,14,Kevin Magnussen,Haas Ferrari,+1.372s,34
47,15,Mick Schumacher,Haas Ferrari,+1.389s,35
24,16,Guanyu Zhou,Alfa Romeo Ferrari,+1.399s,31
22,17,Yuki Tsunoda,AlphaTauri RBPT,+1.440s,37
23,18,Alexander Albon,Williams Mercedes,+2.044s,30
6,19,Nicholas Latifi,Williams Mercedes,+2.382s,27
77,20,Valtteri Bottas,Alfa Romeo Ferrari,,3
