,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max Verstappen,Red Bull Racing RBPT,1:32.219,1:23.746,1:21.299,30
14,2,Fernando Alonso,Alpine Renault,1:32.277,1:24.848,1:21.944,29
55,3,Carlos Sainz,Ferrari,1:32.781,1:25.197,1:22.096,29
44,4,Lewis Hamilton,Mercedes,1:33.841,1:25.543,1:22.891,31
20,5,Kevin Magnussen,Haas Ferrari,1:32.957,1:26.254,1:22.960,31
47,6,Mick Schumacher,Haas Ferrari,1:33.707,1:25.684,1:23.356,31
31,7,Esteban Ocon,Alpine Renault,1:33.012,1:26.135,1:23.529,30
63,8,George Russell,Mercedes,1:33.160,1:24.950,1:23.557,30
3,9,Daniel Ricciardo,McLaren Mercedes,1:33.636,1:26.375,1:23.749,30
24,10,Guanyu Zhou,Alfa Romeo Ferrari,1:33.692,1:26.116,1:24.030,31
77,11,Valtteri Bottas,Alfa Romeo Ferrari,1:33.689,1:26.788,,21
23,12,Alexander Albon,Williams Mercedes,1:34.047,1:26.858,,21
11,13,Sergio Perez,Red Bull Racing RBPT,1:33.929,1:33.127,,14
4,14,Lando Norris,McLaren Mercedes,1:34.066,DNF,,15
16,15,Charles Leclerc,Ferrari,1:33.008,,,10
10,16,Pierre Gasly,AlphaTauri RBPT,1:34.492,,,11
5,17,Sebastian Vettel,Aston Martin Aramco Mercedes,1:34.512,,,12
18,18,Lance Stroll,Aston Martin Aramco Mercedes,1:35.532,,,11
6,19,Nicholas Latifi,Williams Mercedes,1:35.660,,,11
22,20,Yuki Tsunoda,AlphaTauri RBPT,1:36.575,,,4
