,Position,Driver,Car,Laps,Time,Points
11,1,James Hunt,McLaren Ford,75,1:44:52.090,9
2,2,Clay Regazzoni,Ferrari,75,+0.920s,6
5,3,Mario Andretti,Lotus Ford,75,+2.090s,4
16,4,Tom Pryce,Shadow Ford,75,+6.940s,3
3,5,Jody Scheckter,Tyrrell Ford,75,+22.460s,2
9,6,Vittorio Brambilla,March Ford,75,+45.030s,1
4,7,Patrick Depailler,Tyrrell Ford,75,+56.280s,0
19,8,Alan  Jones,Surtees Ford,74,+1 lap,0
12,9,Jochen Mass,McLaren Ford,74,+1 lap,0
17,10,Jean-Pierre Jarier,Shadow Ford,74,+1 lap,0
38,11,Henri Pescarolo,Surtees Ford,74,+1 lap,0
25,12,Rolf Stommelen,Hesketh Ford,72,+3 laps,0
22,NC,Jacky Ickx,Ensign Ford,66,DNF,0
39,NC,Boy Hayje,Penske Ford,63,DNF,0
8,NC,Carlos Pace,Brabham Alfa Romeo,53,DNF,0
26,NC,Jacques Laffite,Ligier Matra,53,DNF,0
10,NC,Ronnie Peterson,March Ford,52,DNF,0
24,NC,Harald Ertl,Hesketh Ford,49,DNF,0
28,NC,John Watson,Penske Ford,47,DNF,0
37,NC,Larry Perkins,Boro Ford,44,DNF,0
30,NC,Emerson Fittipaldi,Fittipaldi Ford,40,DNF,0
7,NC,Carlos Reutemann,Brabham Alfa Romeo,11,DNF,0
6,NC,Gunnar Nilsson,Lotus Ford,10,DNF,0
18,NC,Conny Andersson,Surtees Ford,9,DNF,0
34,NC,Hans-Joachim Stuck,March Ford,9,DNF,0
20,NC,Arturo Merzario,Wolf-Williams,5,DNF,0
