,Position,Driver,Car,Time
24,1,Tony Brooks,Ferrari,2:19.400
8,2,Jack Brabham,Cooper Climax,2:19.700
26,3,Phil Hill,Ferrari,2:19.800
2,4,Stirling Moss,Cooper Climax,2:19.900
30,5,Jean Behra,Ferrari,2:20.200
4,6,Jo Bonnier,BRM,2:20.600
10,7,Masten Gregory,Cooper Climax,2:20.800
14,8,Maurice  Trintignant,Cooper Climax,2:21.300
6,9,Harry Schell,BRM,2:21.500
12,10,Bruce McLaren,Cooper Climax,2:21.500
22,11,Olivier  Gendebien,Ferrari,2:21.500
28,12,Dan Gurney,Ferrari,2:21.900
44,13,Ron Flockhart,BRM,2:23.400
32,14,Graham Hill,Lotus Climax,2:23.700
34,15,Innes Ireland,Lotus Climax,2:24.200
16,16,Roy Salvadori,Cooper Climax,2:26.400
20,17,Colin  Davis ,Maserati,2:32.300
38,18,Fritz d'Orey,Maserati,2:34.000
18,19,Ian Burgess ,Maserati,2:35.200
42,20,Carel Godin de Beaufort ,Maserati,2:35.400
40,21,Giorgio  Scarlatti ,Maserati,2:35.600
