,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,55,1:38:30.175,25
44,2,Lewis Hamilton,Mercedes,55,+8.271s,18
7,3,Kimi Räikkönen,Ferrari,55,+19.430s,15
5,4,Sebastian Vettel,Ferrari,55,+43.735s,12
11,5,Sergio Perez,Force India Mercedes,55,+63.952s,10
3,6,Daniel Ricciardo,Red Bull Racing Renault,55,+65.010s,8
27,7,Nico Hulkenberg,Force India Mercedes,55,+93.618s,6
19,8,Felipe Massa,Williams Mercedes,55,+97.751s,4
8,9,Romain Grosjean,Lotus Mercedes,55,+98.201s,2
26,10,Daniil Kvyat,Red Bull Racing Renault,55,+102.371s,1
55,11,Carlos Sainz,STR Renault,55,+103.525s,0
22,12,Jenson Button,McLaren Honda,54,+1 lap,0
77,13,Valtteri Bottas,Williams Mercedes,54,+1 lap,0
9,14,Marcus Ericsson,Sauber Ferrari,54,+1 lap,0
12,15,Felipe Nasr,Sauber Ferrari,54,+1 lap,0
33,16,Max Verstappen,STR Renault,54,+1 lap,0
14,17,Fernando Alonso,McLaren Honda,53,+2 laps,0
28,18,Will Stevens,Marussia Ferrari,53,+2 laps,0
98,19,Roberto Merhi,Marussia Ferrari,52,+3 laps,0
13,NC,Pastor Maldonado,Lotus Mercedes,0,DNF,0
