,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:41.111,1:40.979,1:40.237,12
44,2,Lewis Hamilton,Mercedes,1:40.974,1:40.758,1:40.614,12
7,3,Kimi Räikkönen,Ferrari,1:42.500,1:41.612,1:41.051,14
11,4,Sergio Perez,Force India Mercedes,1:41.983,1:41.560,1:41.184,18
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:42.275,1:41.830,1:41.444,17
77,6,Valtteri Bottas,Williams Mercedes,1:42.608,1:41.868,1:41.656,19
27,7,Nico Hulkenberg,Force India Mercedes,1:41.996,1:41.925,1:41.686,15
19,8,Felipe Massa,Williams Mercedes,1:42.303,1:42.349,1:41.759,20
26,9,Daniil Kvyat,Red Bull Racing Renault,1:42.540,1:42.328,1:41.933,22
55,10,Carlos Sainz,STR Renault,1:42.911,1:42.482,1:42.708,17
33,11,Max Verstappen,STR Renault,1:42.889,1:42.521,,14
22,12,Jenson Button,McLaren Honda,1:42.570,1:42.668,,12
13,13,Pastor Maldonado,Lotus Mercedes,1:42.929,1:42.807,,13
12,14,Felipe Nasr,Sauber Ferrari,1:42.896,1:43.614,,14
8,15,Romain Grosjean,Lotus Mercedes,1:42.585,DNF,,11
5,16,Sebastian Vettel,Ferrari,1:42.941,,,7
14,17,Fernando Alonso,McLaren Honda,1:43.187,,,5
9,18,Marcus Ericsson,Sauber Ferrari,1:43.838,,,7
28,19,Will Stevens,Marussia Ferrari,1:46.297,,,7
98,20,Roberto Merhi,Marussia Ferrari,1:47.434,,,8
