,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,44,1:44.517,191.302,18:22:46
5,2,Sebastian Vettel,Ferrari,48,1:44.550,191.242,18:30:23
14,3,Fernando Alonso,McLaren Honda,52,1:44.796,190.793,18:40:55
7,4,Kimi Räikkönen,Ferrari,47,1:44.942,190.528,18:28:11
6,5,Nico Rosberg,Mercedes,37,1:45.356,189.779,18:10:15
33,6,Max Verstappen,STR Renault,40,1:45.746,189.079,18:17:12
8,7,Romain Grosjean,Lotus Mercedes,47,1:45.859,188.877,18:29:26
11,8,Sergio Perez,Force India Mercedes,30,1:45.892,188.818,17:58:30
3,9,Daniel Ricciardo,Red Bull Racing Renault,46,1:46.305,188.085,18:27:03
12,10,Felipe Nasr,Sauber Ferrari,46,1:46.424,187.874,18:28:19
77,11,Valtteri Bottas,Williams Mercedes,45,1:46.464,187.804,18:26:14
9,12,Marcus Ericsson,Sauber Ferrari,48,1:46.517,187.710,18:31:52
26,13,Daniil Kvyat,Red Bull Racing Renault,27,1:46.882,187.069,17:53:22
19,14,Felipe Massa,Williams Mercedes,33,1:46.984,186.891,18:04:07
55,15,Carlos Sainz,STR Renault,38,1:46.998,186.867,18:13:13
27,16,Nico Hulkenberg,Force India Mercedes,29,1:47.064,186.751,17:56:55
22,17,Jenson Button,McLaren Honda,29,1:47.509,185.978,17:57:18
28,18,Will Stevens,Marussia Ferrari,53,1:49.610,182.414,18:43:26
98,19,Roberto Merhi,Marussia Ferrari,26,1:51.213,179.784,17:53:35
