,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:40.237
44,2,Lewis Hamilton,Mercedes,1:40.614
7,3,Kimi Räikkönen,Ferrari,1:41.051
11,4,Sergio Perez,Force India Mercedes,1:41.184
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:41.444
77,6,Valtteri Bottas,Williams Mercedes,1:41.656
27,7,Nico Hulkenberg,Force India Mercedes,1:41.686
19,8,Felipe Massa,Williams Mercedes,1:41.759
26,9,Daniil Kvyat,Red Bull Racing Renault,1:41.933
55,10,Carlos Sainz,STR Renault,1:42.708
33,11,Max Verstappen,STR Renault,1:42.521
22,12,Jenson Button,McLaren Honda,1:42.668
13,13,Pastor Maldonado,Lotus Mercedes,1:42.807
12,14,Felipe Nasr,Sauber Ferrari,1:43.614
5,15,Sebastian Vettel,Ferrari,1:42.941
14,16,Fernando Alonso,McLaren Honda,1:43.187
9,17,Marcus Ericsson,Sauber Ferrari,1:43.838
8,18,Romain Grosjean,Lotus Mercedes,
28,19,Will Stevens,Marussia Ferrari,1:46.297
