,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:41.856,20
44,2,Lewis Hamilton,Mercedes,+0.281s,20
5,3,Sebastian Vettel,Ferrari,+0.329s,20
11,4,Sergio Perez,Force India Mercedes,+0.592s,18
7,5,Kimi Räikkönen,Ferrari,+0.771s,18
3,6,Daniel Ricciardo,Red Bull Racing Renault,+0.870s,15
27,7,Nico Hulkenberg,Force India Mercedes,+1.003s,18
19,8,Felipe Massa,Williams Mercedes,+1.317s,24
77,9,Valtteri Bottas,Williams Mercedes,+1.383s,19
55,10,Carlos Sainz,STR Renault,+1.573s,22
22,11,Jenson Button,McLaren Honda,+1.652s,15
13,12,Pastor Maldonado,Lotus Mercedes,+1.824s,18
12,13,Felipe Nasr,Sauber Ferrari,+1.862s,24
33,14,Max Verstappen,STR Renault,+1.970s,19
8,15,Romain Grosjean,Lotus Mercedes,+2.072s,21
14,16,Fernando Alonso,McLaren Honda,+2.158s,13
9,17,Marcus Ericsson,Sauber Ferrari,+2.469s,21
28,18,Will Stevens,Marussia Ferrari,+5.427s,16
98,19,Roberto Merhi,Marussia Ferrari,+5.664s,17
26,20,Daniil Kvyat,Red Bull Racing Renault,,2
