,Position,Driver,Car,Time
2,1,Jochen Rindt,Brabham Climax,1:56.100
28,2,Jackie Stewart,Matra Ford,1:57.300
26,3,Jacky Ickx,Ferrari,1:57.700
8,4,Denny Hulme,McLaren Ford,1:57.700
24,5,Chris Amon,Ferrari,1:57.800
10,6,Bruce McLaren,McLaren Ford,1:58.000
16,7,John Surtees,Honda,1:58.200
6,8,Jean-Pierre Beltoise,Matra Ford,1:58.900
12,9,Graham Hill,Lotus Ford,1:59.100
20,10,Pedro Rodriguez,BRM,1:59.300
34,11,Jo Siffert,Cooper Maserati,2:00.300
22,12,Richard Attwood,BRM,2:00.800
4,13,Jack Brabham,Brabham Climax,2:00.800
36,14,Piers   Courage,BRM,2:01.100
32,15,Johnny  Servoz-Gavin ,Cooper BRM,2:01.200
18,16,Jo  Schlesser ,Honda,2:04.500
30,17,Vic  Elford ,Cooper BRM,2:05.500
