,Position,Driver,Car,Laps,Time,Points
1,1,Mika Hakkinen,McLaren Mercedes,65,1:33:55.390,10
2,2,David Coulthard,McLaren Mercedes,65,+16.066s,6
4,3,Rubens Barrichello,Ferrari,65,+29.112s,4
9,4,Ralf Schumacher,Williams BMW,65,+37.311s,3
3,5,Michael Schumacher,Ferrari,65,+47.983s,2
5,6,Heinz-Harald Frentzen,Jordan Mugen Honda,65,+81.925s,1
17,7,Mika Salo,Sauber Petronas,64,+1 lap,0
23,8,Ricardo Zonta,BAR Honda,64,+1 lap,0
11,9,Giancarlo Fisichella,Benetton Playlife,64,+1 lap,0
12,10,Alexander Wurz,Benetton Playlife,64,+1 lap,0
7,11,Eddie Irvine,Jaguar Cosworth,64,+1 lap,0
6,12,Jarno Trulli,Jordan Mugen Honda,64,+1 lap,0
8,13,Johnny Herbert,Jaguar Cosworth,64,+1 lap,0
20,14,Marc Gene,Minardi Fondmetal,63,+2 laps,0
21,15,Gaston Mazzacane,Minardi Fondmetal,63,+2 laps,0
15,16,Nick Heidfeld,Prost Peugeot,62,+3 laps,0
10,17,Jenson Button,Williams BMW,61,DNF,0
19,NC,Jos Verstappen,Arrows Supertec,25,DNF,0
22,NC,Jacques Villeneuve,BAR Honda,21,DNF,0
14,NC,Jean Alesi,Prost Peugeot,1,DNF,0
18,NC,Pedro de la Rosa,Arrows Supertec,1,DNF,0
16,NC,Pedro Diniz,Sauber Petronas,0,DNF,0
