,Position,Driver,Car,Time
3,1,Michael Schumacher,Ferrari,1:20.974
1,2,Mika Hakkinen,McLaren Mercedes,1:21.052
4,3,Rubens Barrichello,Ferrari,1:21.416
2,4,David Coulthard,McLaren Mercedes,1:21.422
9,5,Ralf Schumacher,Williams BMW,1:21.605
22,6,Jacques Villeneuve,BAR Honda,1:21.963
6,7,Jarno Trulli,Jordan Mugen Honda,1:22.006
5,8,Heinz-Harald Frentzen,Jordan Mugen Honda,1:22.135
7,9,Eddie Irvine,Jaguar Cosworth,1:22.370
10,10,Jenson Button,Williams BMW,1:22.385
19,11,Jos Verstappen,Arrows Supertec,1:22.421
17,12,Mika Salo,Sauber Petronas,1:22.443
11,13,Giancarlo Fisichella,Benetton Playlife,1:22.569
8,14,Johnny Herbert,Jaguar Cosworth,1:22.781
16,15,Pedro Diniz,Sauber Petronas,1:22.841
23,16,Ricardo Zonta,BAR Honda,1:22.882
14,17,Jean Alesi,Prost Peugeot,1:22.894
12,18,Alexander Wurz,Benetton Playlife,1:23.010
15,19,Nick Heidfeld,Prost Peugeot,1:23.033
20,20,Marc Gene,Minardi Fondmetal,1:23.486
21,21,Gaston Mazzacane,Minardi Fondmetal,1:24.257
18,22,Pedro de la Rosa,Arrows Supertec,
