,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,28,1:24.470,201.586
3,2,Michael Schumacher,Ferrari,2,1:24.517,201.474
2,3,David Coulthard,McLaren Mercedes,26,1:24.684,201.076
10,4,Jenson Button,Williams BMW,20,1:24.729,200.970
5,5,Heinz-Harald Frentzen,Jordan Mugen Honda,28,1:25.183,199.899
4,6,Rubens Barrichello,Ferrari,24,1:25.288,199.652
9,7,Ralf Schumacher,Williams BMW,25,1:25.326,199.564
6,8,Jarno Trulli,Jordan Mugen Honda,24,1:25.806,198.447
17,9,Mika Salo,Sauber Petronas,29,1:25.896,198.239
20,10,Marc Gene,Minardi Fondmetal,20,1:25.915,198.195
12,11,Alexander Wurz,Benetton Playlife,19,1:26.147,197.662
7,12,Eddie Irvine,Jaguar Cosworth,64,1:26.239,197.451
23,13,Ricardo Zonta,BAR Honda,26,1:26.241,197.446
11,14,Giancarlo Fisichella,Benetton Playlife,34,1:26.352,197.192
15,15,Nick Heidfeld,Prost Peugeot,19,1:26.663,196.485
8,16,Johnny Herbert,Jaguar Cosworth,40,1:26.685,196.435
22,17,Jacques Villeneuve,BAR Honda,8,1:26.701,196.399
19,18,Jos Verstappen,Arrows Supertec,18,1:27.152,195.382
21,19,Gaston Mazzacane,Minardi Fondmetal,24,1:27.538,194.521
