,Position,Driver,Car,Time / Gap,Laps
35,1,Alexander Wurz,Williams Cosworth,1:32.675,27
1,2,Fernando Alonso,Renault,+0.904s,14
5,3,Michael Schumacher,Ferrari,+0.944s,14
37,4,Robert Doornbos,RBR Ferrari,+1.124s,25
36,5,Anthony Davidson,Honda,+1.195s,29
7,6,Ralf Schumacher,Toyota,+1.208s,19
12,7,Jenson Button,Honda,+1.245s,12
38,8,Robert Kubica,Sauber BMW,+1.316s,30
2,9,Giancarlo Fisichella,Renault,+1.355s,19
39,10,Adrian Sutil,MF1 Toyota,+1.504s,23
10,11,Nico Rosberg,Williams Cosworth,+1.540s,19
19,12,Christijan Albers,MF1 Toyota,+1.797s,23
3,13,Kimi Räikkönen,McLaren Mercedes,+1.861s,13
6,14,Felipe Massa,Ferrari,+1.871s,18
11,15,Rubens Barrichello,Honda,+1.956s,11
9,16,Mark Webber,Williams Cosworth,+2.150s,14
4,17,Juan Pablo Montoya,McLaren Mercedes,+2.293s,14
15,18,Christian Klien,RBR Ferrari,+2.391s,19
14,19,David Coulthard,RBR Ferrari,+2.566s,14
16,20,Nick Heidfeld,Sauber BMW,+2.633s,12
20,21,Vitantonio Liuzzi,STR Cosworth,+2.731s,19
40,22,Neel Jani,STR Cosworth,+2.804s,26
21,23,Scott Speed,STR Cosworth,+2.994s,21
17,24,Jacques Villeneuve,Sauber BMW,+3.013s,12
18,25,Tiago Monteiro,MF1 Toyota,+3.227s,18
22,26,Takuma Sato,Super Aguri Honda,+3.580s,25
23,27,Franck Montagny,Super Aguri Honda,+3.990s,16
8,28,Jarno Trulli,Toyota,,5
