,Position,Driver,Car,Time / Gap,Laps
35,1,Alexander Wurz,Williams Cosworth,1:32.079,20
36,2,Anthony Davidson,Honda,+0.320s,29
38,3,Robert Kubica,Sauber BMW,+0.773s,22
5,4,Michael Schumacher,Ferrari,+0.779s,4
37,5,Robert Doornbos,RBR Ferrari,+0.865s,19
12,6,Jenson Button,Honda,+1.556s,7
11,7,Rubens Barrichello,Honda,+2.134s,6
3,8,Kimi Räikkönen,McLaren Mercedes,+2.323s,5
7,9,Ralf Schumacher,Toyota,+2.916s,6
39,10,Adrian Sutil,MF1 Toyota,+3.253s,21
40,11,Neel Jani,STR Cosworth,+3.286s,19
21,12,Scott Speed,STR Cosworth,+3.533s,8
19,13,Christijan Albers,MF1 Toyota,+3.906s,8
18,14,Tiago Monteiro,MF1 Toyota,+3.983s,10
22,15,Takuma Sato,Super Aguri Honda,+5.738s,20
23,16,Franck Montagny,Super Aguri Honda,+5.854s,16
1,17,Fernando Alonso,Renault,,2
2,18,Giancarlo Fisichella,Renault,,2
8,19,Jarno Trulli,Toyota,,1
4,20,Juan Pablo Montoya,McLaren Mercedes,,1
15,21,Christian Klien,RBR Ferrari,,1
14,22,David Coulthard,RBR Ferrari,,1
20,23,Vitantonio Liuzzi,STR Cosworth,,2
