,Position,Driver,Car,Time
1,1,Fernando Alonso,Renault,1:29.819
5,2,Michael Schumacher,Ferrari,1:30.028
6,3,Felipe Massa,Ferrari,1:30.407
11,4,Rubens Barrichello,Honda,1:30.754
3,5,Kimi Räikkönen,McLaren Mercedes,1:30.933
12,6,Jenson Button,Honda,1:30.940
8,7,Jarno Trulli,Toyota,1:31.419
4,8,Juan Pablo Montoya,McLaren Mercedes,1:31.880
17,9,Jacques Villeneuve,Sauber BMW,1:36.998
7,10,Ralf Schumacher,Toyota,1:30.944
2,11,Giancarlo Fisichella,Renault,1:31.197
14,12,David Coulthard,RBR Ferrari,1:31.227
16,13,Nick Heidfeld,Sauber BMW,1:31.422
20,14,Vitantonio Liuzzi,STR Cosworth,1:31.728
15,15,Christian Klien,RBR Ferrari,1:32.901
19,16,Christijan Albers,MF1 Toyota,1:32.936
21,17,Scott Speed,STR Cosworth,1:32.992
18,18,Tiago Monteiro,MF1 Toyota,1:33.658
9,19,Mark Webber,Williams Cosworth,1:33.405
22,20,Takuma Sato,Super Aguri Honda,1:35.239
23,21,Franck Montagny,Super Aguri Honda,1:46.505
10,22,Nico Rosberg,Williams Cosworth,1:31.194
