,Position,Driver,Car,Laps,Time,Points
5,1,Michael Schumacher,Ferrari,60,1:35:58.765,10
1,2,Fernando Alonso,Renault,60,+3.751s,8
6,3,Felipe Massa,Ferrari,60,+4.447s,6
3,4,Kimi Räikkönen,McLaren Mercedes,60,+4.879s,5
11,5,Rubens Barrichello,Honda,60,+72.586s,4
2,6,Giancarlo Fisichella,Renault,60,+74.116s,3
10,7,Nico Rosberg,Williams Cosworth,60,+74.565s,2
17,8,Jacques Villeneuve,Sauber BMW,60,+89.364s,1
8,9,Jarno Trulli,Toyota,59,+1 lap,0
16,10,Nick Heidfeld,Sauber BMW,59,+1 lap,0
21,11,Scott Speed,STR Cosworth,59,+1 lap,0
18,12,Tiago Monteiro,MF1 Toyota,59,+1 lap,0
19,13,Christijan Albers,MF1 Toyota,59,+1 lap,0
7,NC,Ralf Schumacher,Toyota,52,DNF,0
4,NC,Juan Pablo Montoya,McLaren Mercedes,52,DNF,0
22,NC,Takuma Sato,Super Aguri Honda,45,DNF,0
23,NC,Franck Montagny,Super Aguri Honda,29,DNF,0
12,NC,Jenson Button,Honda,28,DNF,0
15,NC,Christian Klien,RBR Ferrari,28,DNF,0
9,NC,Mark Webber,Williams Cosworth,12,DNF,0
14,NC,David Coulthard,RBR Ferrari,2,DNF,0
20,NC,Vitantonio Liuzzi,STR Cosworth,0,DNF,0
