,Position,Driver,Car,Laps,Time,Points
27,1,Nigel Mansell,Ferrari,61,1:38:58.744,9
2,2,Alain Prost,McLaren Honda,61,+7.809s,6
15,3,Mauricio Gugelmin,March Judd,61,+9.370s,4
20,4,Johnny Herbert,Benetton Ford,61,+10.493s,3
9,5,Derek Warwick,Arrows Ford,61,+17.866s,2
19,6,Alessandro Nannini,Benetton Ford,61,+18.241s,1
3,7,Jonathan  Palmer,Tyrrell Ford,60,+1 lap,0
12,8,Satoru Nakajima,Lotus Judd,60,+1 lap,0
26,9,Olivier Grouillard,Ligier Ford,60,+1 lap,0
4,10,Michele Alboreto,Tyrrell Ford,59,+2 laps,0
1,11,Ayrton Senna,McLaren Honda,59,+2 laps,0
30,12,Philippe Alliot,Lola Lamborghini,58,+3 laps,0
22,13,Andrea de Cesaris,Dallara Ford,57,DNF,0
38,14,Christian Danner,Rial Ford,56,DNF,0
6,NC,Riccardo Patrese,Williams Renault,51,DNF,0
10,NC,Eddie  Cheever,Arrows Ford,37,DNF,0
34,NC,Bernd Schneider,Zakspeed Yamaha,36,DNF,0
7,NC,Martin Brundle,Brabham Judd,27,DNF,0
16,NC,Ivan Capelli,March Judd,22,DNF,0
11,NC,Nelson Piquet,Lotus Judd,10,DNF,0
17,NC,Nicola Larini,Osella Ford,10,DNF,0
8,NC,Stefano Modena,Brabham Judd,9,DNF,0
5,NC,Thierry Boutsen,Williams Renault,3,DNF,0
23,NC,Pierluigi Martini,Minardi Ford,2,DNF,0
