,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:14.233
15,2,Alain Prost,Renault,1:14.660
1,3,Nelson Piquet,Brabham Ford,1:14.723
28,4,Didier Pironi,Ferrari,1:15.825
8,5,Niki Lauda,McLaren Ford,1:15.832
27,6,Patrick Tambay,Ferrari,1:16.154
6,7,Keke Rosberg,Williams Ford,1:16.260
23,8,Bruno Giacomelli,Alfa Romeo,1:16.513
22,9,Andrea de Cesaris,Alfa Romeo,1:16.576
2,10,Riccardo Patrese,Brabham Ford,1:16.630
7,11,John Watson,McLaren Ford,1:16.700
5,12,Derek Daly,Williams Ford,1:16.832
35,13,Derek Warwick,Toleman Hart,1:17.094
3,14,Michele Alboreto,Tyrrell Ford,1:17.237
11,15,Elio de Angelis,Lotus Ford,1:17.620
30,16,Mauro Baldi,Arrows Ford,1:18.020
29,17,Marc Surer,Arrows Ford,1:18.296
9,18,Manfred Winkelhock,ATS Ford,1:18.352
20,19,Chico Serra,Fittipaldi Ford,1:18.438
4,20,Brian Henton,Tyrrell Ford,1:18.476
26,21,Jacques Laffite,Ligier Matra,1:18.478
18,22,Raul Boesel,March Ford,1:18.658
31,23,Jean-Pierre Jarier,Osella Ford,1:18.953
17,24,Jochen Mass,March Ford,1:19.083
10,25,Eliseo Salazar,ATS Ford,1:19.120
33,26,Jan Lammers,Theodore Ford,1:19.274
