,Position,Driver,Car,Laps,Time,Points
2,1,Alain Prost,Williams Renault,72,1:38:45.082,10
8,2,Ayrton Senna,McLaren Ford,72,+79.824s,6
26,3,Mark Blundell,Ligier Renault,71,+1 lap,4
23,4,Christian Fittipaldi,Minardi Ford,71,+1 lap,3
30,5,Jyrki Jarvilehto,Sauber,70,+2 laps,2
28,6,Gerhard Berger,Ferrari,69,DNF,1
9,7,Derek Warwick,Footwork Mugen Honda,69,DNF,0
25,NC,Martin Brundle,Ligier Renault,57,DNF,0
21,NC,Michele Alboreto,Lola Ferrari,55,DNF,0
20,NC,Erik Comas,Larrousse Lamborghini,51,DNF,0
6,NC,Riccardo Patrese,Benetton Ford,46,DNF,0
5,NC,Michael Schumacher,Benetton Ford,39,DNF,0
12,NC,Johnny Herbert,Lotus Ford,38,DNF,0
29,NC,Karl Wendlinger,Sauber,33,DNF,0
14,NC,Rubens Barrichello,Jordan Hart,31,DNF,0
27,NC,Jean Alesi,Ferrari,30,DNF,0
19,NC,Philippe Alliot,Larrousse Lamborghini,27,DNF,0
24,NC,Fabrizio Barbazza,Minardi Ford,21,DNF,0
10,NC,Aguri Suzuki,Footwork Mugen Honda,21,DNF,0
22,NC,Luca Badoer,Lola Ferrari,20,DNF,0
0,NC,Damon Hill,Williams Renault,16,DNF,0
11,NC,Alessandro Zanardi,Lotus Ford,16,DNF,0
7,NC,Michael Andretti,McLaren Ford,4,DNF,0
15,NC,Ivan Capelli,Jordan Hart,2,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,1,DNF,0
