,Position,Driver,Car,Time
6,1,Jochen Rindt,Lotus Ford,1:39.230
27,2,Clay Regazzoni,Ferrari,1:39.700
12,3,Jacky Ickx,Ferrari,1:39.860
1,4,Jackie Stewart,Tyrrell Ford,1:40.150
14,5,Ignazio  Giunti ,Ferrari,1:40.210
4,6,Chris Amon,March Ford,1:40.600
19,7,Jean-Pierre Beltoise,Matra,1:40.810
10,8,Jack Brabham,Brabham Ford,1:40.810
2,9,Francois  Cevert ,Tyrrell Ford,1:40.890
7,10,John   Miles,Lotus Ford,1:41.460
21,11,Denny Hulme,McLaren Alfa Romeo,1:41.490
15,12,John Surtees,McLaren Ford,1:41.490
20,13,Henri Pescarolo,Matra,1:41.700
16,14,Jackie Oliver,BRM,1:41.730
22,15,Andrea de Adamich ,McLaren Alfa Romeo,1:41.820
8,16,Emerson Fittipaldi,Lotus Ford,1:41.860
11,17,Rolf Stommelen,Brabham Ford,1:42.090
5,18,Mario Andretti,March Ford,1:42.280
26,19,Tim   Schenken,De Tomaso Ford,1:42.410
3,20,Jo Siffert,March Ford,1:42.560
23,21,Peter  Gethin ,McLaren Alfa Romeo,1:42.790
17,22,Pedro Rodriguez,BRM,1:43.190
18,23,George Eaton,BRM,1:45.000
24,24,Silvio  Moser ,Bellasi Ford,1:45.640
