,Position,Driver,Car,Time / Gap,Laps
36,1,Anthony Davidson,Honda,1:31.353,28
5,2,Michael Schumacher,Ferrari,+0.398s,15
35,3,Alexander Wurz,Williams Cosworth,+0.411s,27
6,4,Felipe Massa,Ferrari,+0.822s,13
1,5,Fernando Alonso,Renault,+1.185s,13
20,6,Vitantonio Liuzzi,STR Cosworth,+1.350s,24
37,7,Robert Doornbos,RBR Ferrari,+1.573s,24
2,8,Giancarlo Fisichella,Renault,+1.862s,14
12,9,Jenson Button,Honda,+1.873s,12
38,10,Robert Kubica,Sauber BMW,+1.891s,26
15,11,Christian Klien,RBR Ferrari,+2.204s,8
3,12,Kimi Räikkönen,McLaren Mercedes,+2.224s,11
4,13,Juan Pablo Montoya,McLaren Mercedes,+2.373s,15
16,14,Nick Heidfeld,Sauber BMW,+2.495s,9
40,15,Neel Jani,STR Cosworth,+2.547s,24
21,16,Scott Speed,STR Cosworth,+2.931s,22
9,17,Mark Webber,Williams Cosworth,+2.980s,5
11,18,Rubens Barrichello,Honda,+3.031s,9
14,19,David Coulthard,RBR Ferrari,+3.079s,7
18,20,Tiago Monteiro,MF1 Toyota,+3.106s,14
10,21,Nico Rosberg,Williams Cosworth,+3.600s,5
7,22,Ralf Schumacher,Toyota,+3.817s,18
39,23,Markus Winkelhock,MF1 Toyota,+4.333s,24
8,24,Jarno Trulli,Toyota,+4.545s,11
17,25,Jacques Villeneuve,Sauber BMW,+4.911s,8
19,26,Christijan Albers,MF1 Toyota,+4.961s,16
22,27,Takuma Sato,Super Aguri Honda,+6.235s,19
23,28,Yuji Ide,Super Aguri Honda,+7.668s,21
