,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Michael Schumacher,Ferrari,1:33.310,1:32.025,1:31.431,20
6,2,Felipe Massa,Ferrari,1:33.579,1:32.014,1:31.478,20
12,3,Jenson Button,Honda,1:32.603,1:32.025,1:31.549,23
1,4,Fernando Alonso,Renault,1:32.433,1:31.215,1:31.702,20
4,5,Juan Pablo Montoya,McLaren Mercedes,1:33.233,1:31.487,1:32.164,20
11,6,Rubens Barrichello,Honda,1:33.922,1:32.322,1:32.579,26
9,7,Mark Webber,Williams Cosworth,1:33.454,1:32.309,1:33.006,20
15,8,Christian Klien,RBR Ferrari,1:34.308,1:32.106,1:33.112,25
2,9,Giancarlo Fisichella,Renault,1:32.934,1:31.831,1:33.496,20
16,10,Nick Heidfeld,Sauber BMW,1:33.374,1:31.958,1:33.926,24
17,11,Jacques Villeneuve,Sauber BMW,1:33.882,1:32.456,,11
10,12,Nico Rosberg,Williams Cosworth,1:32.945,1:32.620,,10
14,13,David Coulthard,RBR Ferrari,1:33.678,1:32.850,,12
8,14,Jarno Trulli,Toyota,1:33.987,1:33.066,,11
20,15,Vitantonio Liuzzi,STR Cosworth,1:34.439,1:33.416,,13
21,16,Scott Speed,STR Cosworth,1:33.995,1:34.606,,10
7,17,Ralf Schumacher,Toyota,1:34.702,,,7
19,18,Christijan Albers,MF1 Toyota,1:35.724,,,6
18,19,Tiago Monteiro,MF1 Toyota,1:35.900,,,4
22,20,Takuma Sato,Super Aguri Honda,1:37.411,,,6
23,21,Yuji Ide,Super Aguri Honda,1:40.270,,,6
3,22,Kimi Räikkönen,McLaren Mercedes,DNF,,,2
