,Position,Driver,Car,Laps,Time,Points
1,1,Ayrton Senna,McLaren Honda,77,1:46:19.216,10
5,2,Nigel Mansell,Williams Renault,77,+40.139s,6
2,3,Gerhard Berger,McLaren Honda,77,+50.782s,4
11,4,Mika Hakkinen,Lotus Ford,77,+54.313s,3
20,5,Martin Brundle,Benetton Ford,77,+57.498s,2
28,6,Ivan Capelli,Ferrari,76,+1 lap,1
9,7,Michele Alboreto,Footwork Mugen Honda,75,+2 laps,0
4,8,Andrea de Cesaris,Tyrrell Ilmor,75,+2 laps,0
17,9,Paul Belmondo,March Ilmor,74,+3 laps,0
33,10,Mauricio Gugelmin,Jordan Yamaha,73,+4 laps,0
8,11,Damon Hill,Brabham Judd,73,+4 laps,0
19,NC,Michael Schumacher,Benetton Ford,63,DNF,0
6,NC,Riccardo Patrese,Williams Renault,55,DNF,0
22,NC,Pierluigi Martini,Dallara Ferrari,40,DNF,0
30,NC,Ukyo Katayama,Venturi Lamborghini,35,DNF,0
27,NC,Jean Alesi,Ferrari,14,DNF,0
29,NC,Bertrand Gachot,Venturi Lamborghini,13,DNF,0
10,NC,Aguri Suzuki,Footwork Mugen Honda,13,DNF,0
3,NC,Olivier Grouillard,Tyrrell Ilmor,13,DNF,0
16,NC,Karl Wendlinger,March Ilmor,13,DNF,0
32,NC,Stefano Modena,Jordan Yamaha,13,DNF,0
14,NC,Eric van de Poele,Fondmetal Ford,2,DNF,0
